Tab,Ticker,Sector,Current Price,52-Week High,RSI,P/E Ratio,PEG,P/S Ratio,PSG,Market Cap,Target Price,Upside %,Revenue Growth %,EPS Growth %,Gross Margin %,Net Profit Margin %,Debt/Equity,Beta,Insider Ownership %,Institutional Ownership %,Analyst Recom,Short Interest,Short Float %,Earnings Date,Investment Score
Investment Master,STRL,Industrials,650.22,1005.75,38.97,58.13,0.7,6.92,0.08,19952620000,956.43,47.09,91.59,141.86,22.43,12.02,0.29,1.88,2.42,92.21,1.3,1.19,3.99,5/4/2026 4:30:00 PM,77.3
Investment Master,LITE,Technology,765.55,1085.73,46.49,142.08,0.29,23.93,0.27,59559790000,1126.41,47.14,90.12,332.76,35.36,17.61,1.11,1.51,2.57,99.89,1.45,9.66,12.74,8/11/2026 4:30:00 PM,76.6
Investment Master,WDC,Technology,487.42,799.84,41.24,29.1,0.33,14.27,0.31,168004970000,643.35,31.99,45.47,483.37,45.4,54.28,0.18,2.17,0.94,99.09,1.7,22.38,6.55,8/5/2026 4:30:00 PM,76.3
Investment Master,EXE,Energy,86.95,126.62,40.48,6.48,0.75,1.61,0.04,20800950000,126.35,45.31,40.78,553.24,50.24,25.03,0.26,0.33,0.47,93.31,1.48,7.69,3.23,7/28/2026 4:30:00 PM,75.0
Investment Master,BEAM,Healthcare,26.33,38.26,32.4,,,16.52,0.05,2708810000,50.92,93.39,324.87,26.46,86.36,-39.66,0.22,2.23,9.43,96.57,1.27,22.88,24.56,5/7/2026 8:30:00 AM,74.5
Investment Master,NBIS,Technology,182.62,299.87,39.44,60.93,,52.35,0.08,45956400000,269.36,47.5,621.52,521.4,7.48,95.27,1.31,4.51,19.71,50.42,1.88,61.01,30.2,5/13/2026 8:30:00 AM,74.5
Investment Master,TSM,Technology,402.3,478.99,40.81,29.04,0.51,14.61,0.44,2086520840000,523.9,30.23,32.92,73.33,63.38,50.31,0.15,1.4,0.09,15.17,1.26,27.73,0.54,7/16/2026 8:30:00 AM,74.4
Investment Master,META,Communication Services,645.85,796.26,56.76,23.48,0.94,7.63,0.23,1639440520000,819.45,26.88,33.08,62.49,81.94,32.84,0.36,1.23,13.7,68.44,1.29,34.49,1.57,7/29/2026 4:30:00 PM,73.9
Investment Master,NBIX,Healthcare,173.0,181.17,58.0,26.6,0.45,5.61,0.13,17395150000,199.37,15.24,42.25,2382.36,98.17,21.55,0.12,0.39,1.74,101.96,1.41,5.53,5.6,7/30/2026 4:30:00 PM,73.4
Investment Master,ADSK,Technology,217.8,329.1,57.08,31.82,0.95,6.11,0.31,45955800000,317.64,45.84,19.63,229.12,85.68,19.46,0.85,1.29,0.37,94.88,1.31,8.77,4.17,5/28/2026 4:30:00 PM,73.0
Investment Master,DELL,Technology,381.88,469.49,45.37,30.35,0.48,1.84,0.02,247565570000,506.0,32.5,87.49,281.26,19.09,6.27,,1.32,53.53,40.23,1.73,12.98,4.31,5/28/2026 4:30:00 PM,72.5
Investment Master,ADI,Technology,372.46,445.9,40.51,55.35,0.8,14.24,0.38,181420430000,466.19,25.17,37.25,109.73,58.62,26.01,0.26,1.2,0.28,91.35,1.53,12.03,2.48,5/20/2026 8:30:00 AM,72.3
Investment Master,AVAV,Industrials,142.6,417.81,41.76,,1.56,3.65,0.03,7216700000,226.42,58.78,133.27,112.23,18.93,-13.41,0.19,1.41,25.1,63.32,1.27,4.1,10.81,6/29/2026 4:30:00 PM,71.9
Investment Master,PODD,Healthcare,167.37,354.9,60.83,38.96,0.78,4.0,0.12,11592830000,234.95,40.38,33.87,158.51,71.64,10.44,0.73,1.1,0.43,104.82,1.44,4.85,7.04,8/5/2026 8:30:00 AM,71.6
Investment Master,BSX,Healthcare,43.77,109.51,40.84,18.35,1.14,3.16,0.27,65057760000,71.36,63.03,11.58,98.72,65.44,17.29,0.43,0.57,0.5,92.74,1.39,27.94,1.89,7/29/2026 8:30:00 AM,71.3
Investment Master,HAPN,Financial,19.09,21.67,49.25,12.78,0.18,1.41,0.05,2202050000,24.11,26.3,29.5,337.61,74.25,11.21,0.04,1.92,3.19,89.45,1.0,6.86,6.14,7/27/2026 4:30:00 PM,71.2
Investment Master,SSRM,Basic Materials,25.05,36.52,34.55,24.14,0.16,2.74,0.03,5197650000,42.2,68.46,83.75,-290.68,43.52,12.17,0.02,-0.09,1.31,71.48,1.09,8.42,4.11,8/4/2026 4:30:00 PM,71.1
Investment Master,ICE,Financial,141.57,189.34,58.17,20.61,1.39,6.19,0.26,80059610000,181.8,28.42,23.56,79.47,68.69,30.41,0.71,0.93,0.61,95.54,1.25,10.6,1.89,7/30/2026 8:30:00 AM,70.7
Investment Master,BE,Industrials,197.06,351.27,35.86,,0.39,22.89,0.18,56052510000,290.01,47.17,130.37,313.73,31.08,0.25,3.2,3.81,6.31,85.92,2.33,19.35,7.26,7/28/2026 4:30:00 PM,70.7
Investment Master,ADMA,Healthcare,8.75,20.46,49.36,12.91,0.32,3.98,,2028010000,17.0,94.29,-0.27,71.73,61.24,32.43,0.52,0.73,2.83,91.62,1.75,24.23,10.76,5/6/2026 4:30:00 PM,70.6
Investment Master,P,Technology,69.93,100.59,43.6,106.31,1.13,5.9,0.17,23245070000,93.89,34.26,35.25,263.4,70.23,5.75,0.16,1.47,5.45,83.65,1.86,10.54,3.35,5/27/2026 4:30:00 PM,70.6
Investment Master,CIEN,Technology,378.77,637.55,34.01,126.08,0.52,9.63,0.24,53616000000,588.75,55.44,39.51,2309.37,40.49,7.87,0.55,1.31,1.12,97.64,1.91,3.85,2.75,6/4/2026 8:30:00 AM,70.5
Investment Master,AR,Energy,33.23,45.75,40.68,10.77,0.17,1.79,0.05,10295850000,49.1,47.76,34.1,160.16,25.84,16.69,0.59,0.35,4.58,88.64,1.6,11.84,4.01,7/29/2026 4:30:00 PM,70.1
Investment Master,UUUU,Energy,11.74,27.9,30.98,,,34.57,0.31,2933440000,26.53,125.98,112.08,64.53,24.76,-82.7,0.94,1.54,1.62,67.65,1.22,47.13,19.17,5/6/2026 4:30:00 PM,70.1
Investment Master,CNX,Energy,32.66,43.62,43.17,4.54,0.32,2.0,0.07,4620650000,38.75,18.65,28.26,262.79,50.03,50.93,0.55,0.6,4.03,98.15,3.2,16.38,12.07,7/30/2026 8:30:00 AM,69.8
Investment Master,SMCI,Technology,23.83,62.37,34.09,12.57,0.38,0.46,0.0,15414980000,36.0,51.07,122.68,314.07,8.39,3.7,1.21,1.96,12.91,63.24,3.0,103.19,18.32,5/5/2026 4:30:00 PM,69.8
Investment Master,PNFP,Financial,99.4,119.85,50.66,13.77,0.51,3.57,0.03,15020010000,117.14,17.85,136.95,-49.79,,14.87,0.41,1.03,1.46,84.98,1.57,6.12,4.11,7/22/2026 4:30:00 PM,69.7
Investment Master,GOOGL,Communication Services,351.99,408.63,45.65,26.85,1.39,10.12,0.45,4281625230000,437.58,24.32,22.34,81.96,60.43,37.86,0.2,1.24,52.09,39.25,1.38,85.86,1.47,7/22/2026 4:30:00 PM,69.6
Investment Master,FIX,Industrials,1712.18,2074.11,44.13,49.42,0.95,5.95,0.11,60272900000,2120.75,23.86,56.47,120.98,24.51,12.07,0.13,1.7,1.23,96.23,1.45,0.75,2.15,7/23/2026 4:30:00 PM,69.6
Investment Master,GOOG,Communication Services,351.37,404.48,46.56,26.8,1.4,10.12,0.45,4282110059999,437.42,24.49,22.34,81.96,60.43,37.86,0.2,1.24,58.15,27.58,1.38,58.49,1.15,7/22/2026 4:30:00 PM,69.5
Investment Master,ESTC,Technology,62.74,96.06,60.0,17.93,0.7,3.75,0.23,6521920000,75.67,20.61,16.03,2754.97,76.07,21.14,0.46,0.99,13.84,87.01,1.94,6.87,7.66,5/28/2026 4:30:00 PM,69.3
Investment Master,ABCL,Healthcare,5.8,8.44,42.51,,,22.36,0.23,1771180000,10.5,81.03,96.34,7.05,61.02,-181.75,0.15,1.2,23.04,41.68,1.0,48.56,20.66,8/5/2026 4:30:00 PM,69.3
Investment Master,MSFT,Technology,402.29,555.42,56.15,23.96,1.11,9.39,0.51,2988385010000,556.19,38.26,18.3,23.32,68.31,39.34,0.3,1.12,1.54,75.96,1.23,89.06,1.22,7/29/2026 4:30:00 PM,69.2
Investment Master,GMED,Healthcare,76.01,101.4,44.08,17.7,1.17,3.33,0.12,10311990000,104.5,37.48,27.04,66.6,64.08,18.92,0.02,0.95,17.15,82.64,1.62,7.41,6.59,8/6/2026 4:30:00 PM,69.0
Investment Master,KTOS,Industrials,45.94,134.01,38.01,271.67,1.19,6.09,0.27,8614660000,106.33,131.45,22.6,130.21,21.95,2.08,0.05,1.09,1.46,90.37,1.32,10.09,5.46,5/6/2026 4:30:00 PM,68.6
Investment Master,AVPT,Technology,13.24,19.95,76.43,65.29,1.19,6.33,0.24,2807110000,16.17,22.13,25.98,340.52,73.59,10.51,0.05,1.15,33.48,54.09,1.6,16.1,11.42,8/6/2026 4:30:00 PM,68.3
Investment Master,HPE,Technology,44.56,64.25,47.99,41.91,0.36,1.52,0.04,59006510000,68.59,53.93,40.64,153.39,31.38,3.7,0.84,1.44,0.43,93.78,1.96,67.77,5.14,6/1/2026 4:30:00 PM,68.3
Investment Master,RRC,Energy,36.67,48.31,45.57,9.69,0.54,2.69,0.1,8640260000,45.73,24.71,25.67,260.69,38.05,28.06,0.21,0.43,1.53,96.23,2.56,20.69,8.92,7/21/2026 4:30:00 PM,68.1
Investment Master,FSLR,Technology,205.31,320.95,31.56,13.26,0.31,4.07,0.17,22061250000,259.79,26.54,23.64,65.1,41.73,30.73,0.06,1.75,5.47,93.82,2.0,8.22,8.1,7/30/2026 4:30:00 PM,67.7
Investment Master,HYLN,Industrials,3.55,8.49,35.18,,,108.77,0.23,633060000,7.0,97.18,479.14,33.23,-112.67,-888.12,0.02,3.53,30.73,25.01,1.67,11.3,9.15,5/12/2026 4:30:00 PM,67.7
Investment Master,ORCL,Technology,121.38,345.71,27.14,20.84,0.42,5.19,0.25,349631550000,250.87,106.68,20.63,21.36,63.34,25.21,3.94,1.72,40.54,44.47,1.54,41.97,2.45,6/10/2026 4:30:00 PM,67.6
Investment Master,STX,Technology,802.45,1145.05,43.61,76.17,0.36,16.34,0.37,179932560000,1023.55,27.55,44.07,107.51,41.54,21.6,3.82,2.1,0.27,86.02,1.54,6.58,2.94,7/28/2026 4:30:00 PM,67.4
Investment Master,SOFI,Financial,17.01,32.73,44.31,38.58,0.54,4.24,0.12,21819430000,20.42,20.05,35.83,101.0,61.74,11.22,0.18,2.18,1.81,56.52,2.77,188.1,14.93,7/29/2026 8:30:00 AM,67.3
Investment Master,BAM,Financial,47.37,64.1,51.69,30.5,1.38,14.91,0.63,75639940000,56.93,20.18,23.77,6.87,95.07,49.68,0.5,1.24,79.84,21.5,2.15,18.84,5.85,8/5/2026 8:30:00 AM,67.1
Investment Master,MCHP,Technology,80.51,105.91,38.95,372.9,0.48,9.28,0.26,43717610000,115.18,43.06,35.11,172.91,43.55,2.52,0.88,1.75,1.84,97.67,1.57,39.37,7.38,5/7/2026 4:30:00 PM,67.1
Investment Master,TRMB,Technology,53.21,87.5,52.3,27.91,0.85,3.36,0.28,12403860000,82.25,54.58,11.81,54.12,66.6,12.37,0.25,1.37,0.46,98.29,1.31,11.02,4.75,5/6/2026 8:30:00 AM,67.0
Investment Master,MP,Basic Materials,45.7,100.24,32.62,,,23.41,0.2,8135610000,77.64,69.89,118.59,67.61,8.12,-20.48,0.44,1.89,18.64,71.89,1.21,26.81,18.51,8/6/2026 4:30:00 PM,67.0
Investment Master,CGNX,Technology,63.08,72.88,45.43,74.64,1.21,10.03,0.41,10497740000,77.6,23.02,24.26,121.73,68.02,13.62,0.05,1.5,0.37,102.91,1.8,8.08,4.88,8/5/2026 4:30:00 PM,66.8
Investment Master,VRT,Industrials,291.67,379.93,43.07,73.22,0.85,10.33,0.34,112033030000,377.65,29.48,30.13,135.9,35.0,14.37,0.77,2.05,0.38,85.88,1.62,14.48,3.78,7/29/2026 8:30:00 AM,66.5
Investment Master,MOD,Consumer Cyclical,227.88,323.23,38.92,101.8,0.42,3.8,0.08,12102060000,351.75,54.36,47.47,47.51,23.19,3.82,0.49,1.7,2.18,105.7,1.0,2.36,4.53,7/29/2026 4:30:00 PM,66.5
Investment Master,AMD,Technology,503.57,584.73,47.6,165.27,0.58,21.92,0.58,821121550000,546.82,8.59,37.85,92.25,47.09,13.37,0.06,2.48,0.48,69.47,1.52,41.58,2.56,8/4/2026 4:30:00 PM,66.4
Investment Master,SF,Financial,77.47,89.83,60.71,15.08,0.78,1.82,0.14,11884030000,85.29,10.09,13.39,462.77,86.84,12.91,0.4,1.0,3.5,91.44,2.33,4.31,2.91,7/22/2026 8:30:00 AM,66.4
Investment Master,AUB,Financial,42.03,43.62,56.11,17.87,0.75,2.69,0.05,6015150000,46.0,9.45,57.17,61.05,,14.97,0.28,0.78,1.0,86.22,1.67,8.11,5.72,7/21/2026 8:30:00 AM,66.1
Investment Master,INTU,Technology,293.82,813.68,53.61,17.79,0.7,3.84,0.37,80370640000,458.86,56.17,10.37,11.01,77.64,21.91,0.33,0.97,2.18,90.22,1.71,14.57,5.45,5/20/2026 4:30:00 PM,66.0
Investment Master,ANET,Technology,169.35,189.81,50.03,57.99,1.69,21.96,0.63,213245980000,192.1,13.43,35.13,26.22,63.54,38.32,0.0,1.61,16.97,73.05,1.12,21.63,2.07,8/4/2026 4:30:00 PM,65.8
Investment Master,MDB,Technology,323.36,444.73,45.43,,1.98,9.99,0.4,26008460000,405.42,25.38,25.25,111.72,71.67,-1.12,0.02,1.56,3.99,91.0,1.6,3.88,5.03,5/28/2026 4:30:00 PM,65.6
Investment Master,COHR,Technology,285.4,440.02,35.93,136.26,0.63,8.46,0.41,55835460000,395.09,38.43,20.55,990.95,37.93,6.07,0.32,2.09,4.46,83.94,1.65,8.59,4.59,5/6/2026 4:30:00 PM,65.5
Investment Master,LRCX,Technology,306.76,438.48,40.84,57.9,1.14,17.69,0.74,383625180000,380.93,24.18,23.76,40.55,49.98,30.94,0.35,1.85,0.33,85.49,1.51,28.31,2.27,7/29/2026 4:30:00 PM,65.3
Investment Master,INCY,Healthcare,115.65,119.6,59.59,16.35,1.12,4.31,0.21,23104810000,116.33,0.59,20.87,83.74,91.22,26.71,0.01,0.76,0.93,105.8,2.31,10.58,5.34,7/28/2026 8:30:00 AM,65.2
Investment Master,MGNI,Communication Services,18.97,26.65,51.86,18.32,1.17,3.76,0.68,2716780000,22.92,20.82,5.52,143.89,63.18,21.96,0.47,2.26,2.53,92.64,1.24,14.71,10.54,8/5/2026 4:30:00 PM,65.2
Investment Master,AAON,Industrials,103.88,150.46,32.73,73.07,0.59,5.26,0.1,8508990000,149.75,44.16,54.3,36.23,24.54,7.3,0.49,1.43,16.68,88.11,1.57,4.01,5.87,5/7/2026 8:30:00 AM,65.2
Investment Master,DXCM,Healthcare,75.69,89.98,56.6,32.37,1.17,6.06,0.4,29206720000,86.04,13.67,15.05,92.21,62.64,19.31,0.47,1.41,1.75,98.52,1.4,18.11,4.78,7/30/2026 4:30:00 PM,65.1
Investment Master,WAY,Healthcare,22.09,41.47,53.67,33.0,0.8,3.66,0.16,4237140000,33.74,52.74,22.4,36.91,55.87,10.9,0.38,0.02,28.74,82.19,1.16,12.93,9.46,7/29/2026 4:30:00 PM,65.0
Investment Master,GLW,Technology,153.1,271.79,36.56,73.48,1.12,8.07,0.4,131763650000,218.54,42.74,20.05,134.97,35.64,11.09,0.84,1.14,8.44,73.84,1.75,20.52,2.6,7/28/2026 8:30:00 AM,64.9
Investment Master,CEG,Utilities,253.5,412.73,46.83,22.01,0.83,3.19,0.14,91032360000,359.8,41.93,23.45,1095.18,13.18,13.3,0.67,1.12,6.48,75.38,1.44,12.15,3.62,8/6/2026 8:30:00 AM,64.8
Investment Master,KEYS,Technology,314.13,374.95,42.06,51.76,1.16,8.82,0.28,53683370000,399.17,27.07,31.47,35.79,63.9,17.25,0.44,1.22,0.79,92.46,1.75,3.14,1.85,5/19/2026 4:30:00 PM,64.7
Investment Master,MTSI,Technology,269.8,418.88,31.91,116.98,1.13,19.17,0.85,20584600000,404.77,50.03,22.5,42.88,54.09,16.46,0.29,1.7,9.6,98.31,1.67,2.77,4.01,5/7/2026 8:30:00 AM,64.7
Investment Master,REGN,Healthcare,672.15,821.1,59.48,16.38,1.11,4.72,0.25,70467550000,824.88,22.72,19.04,-7.16,80.93,29.65,0.09,0.22,3.78,88.16,1.8,3.49,3.46,7/30/2026 8:30:00 AM,64.5
Investment Master,AJG,Financial,253.66,316.72,63.33,40.94,1.06,4.35,0.16,65165260000,283.33,11.7,27.65,16.52,90.82,10.76,0.56,0.5,1.93,93.64,1.67,6.82,2.71,7/30/2026 4:30:00 PM,64.4
Investment Master,RDN,Financial,38.87,41.05,63.25,9.56,0.99,3.72,0.08,5168740000,43.67,12.35,46.59,-8.43,,40.5,0.27,0.71,1.91,94.41,1.62,5.78,4.43,8/5/2026 4:30:00 PM,64.4
Investment Master,PATH,Technology,12.16,19.84,64.79,20.06,1.0,3.77,0.22,6300340000,13.4,10.2,17.32,203.89,82.71,19.58,0.04,0.96,24.57,62.4,2.73,138.92,35.55,5/28/2026 4:30:00 PM,64.1
Investment Master,NFLX,Communication Services,67.6,126.71,28.65,21.3,0.83,5.84,0.44,284649960000,98.57,45.81,13.41,11.06,49.53,27.99,0.55,1.53,0.64,83.33,1.67,104.12,2.49,7/16/2026 4:30:00 PM,63.4
Investment Master,ADBE,Technology,234.74,376.19,58.84,13.43,0.59,3.7,0.29,93309160000,257.17,9.56,12.69,8.04,88.82,28.69,0.61,1.4,0.2,86.0,2.58,19.61,4.94,6/11/2026 4:30:00 PM,63.3
Investment Master,NOW,Technology,104.7,210.2,50.52,62.28,1.0,7.73,0.35,107977940000,139.33,33.08,22.09,2.64,76.56,12.59,0.21,0.95,0.91,87.74,1.37,62.13,6.08,7/22/2026 4:30:00 PM,63.3
Investment Master,CENX,Basic Materials,42.84,70.43,36.4,12.81,0.04,1.67,0.69,4240050000,70.25,63.98,2.41,1037.28,12.67,13.72,0.47,1.98,31.01,72.85,1.0,9.53,13.96,5/7/2026 4:30:00 PM,63.1
Investment Master,GILD,Healthcare,133.21,157.29,54.54,18.13,1.47,5.55,1.09,165389520000,160.57,20.54,5.09,54.29,79.41,30.94,0.94,0.34,0.14,90.1,1.48,25.48,2.06,5/7/2026 4:30:00 PM,63.0
Investment Master,FCX,Basic Materials,58.79,72.19,42.1,31.28,0.42,3.28,0.27,84514140000,72.88,23.97,11.97,152.63,25.84,10.52,0.53,1.38,0.53,88.73,1.65,30.88,2.16,7/23/2026 8:30:00 AM,62.8
Investment Master,SCHW,Financial,102.54,107.5,66.17,20.33,0.6,6.3,0.64,178330960000,120.0,17.03,9.77,38.8,84.12,31.84,0.67,0.76,5.84,88.54,1.61,25.02,1.53,7/21/2026 8:30:00 AM,62.8
Investment Master,MLI,Industrials,58.97,70.95,42.84,15.45,1.33,2.98,0.15,13040700000,74.75,26.76,19.28,54.77,27.57,19.37,0.01,1.13,2.07,92.71,1.0,3.96,1.83,4/21/2026 8:30:00 AM,62.6
Investment Master,RMBS,Technology,100.85,174.09,36.42,47.94,1.14,15.12,1.86,10905610000,149.0,47.74,8.12,-1.71,74.39,31.89,0.02,1.88,0.79,105.15,1.83,4.88,4.55,7/27/2026 4:30:00 PM,62.4
Investment Master,AMZN,Consumer Cyclical,249.99,278.57,54.04,29.88,1.12,3.62,0.22,2689169830000,317.33,26.94,16.61,75.33,50.6,12.22,0.51,1.46,8.95,67.7,1.21,100.35,1.02,7/30/2026 4:30:00 PM,62.3
Investment Master,RUN,Technology,11.44,22.44,36.56,5.35,,0.86,0.02,2729000000,18.73,63.72,43.22,214.36,28.71,17.94,4.45,2.34,3.55,108.55,2.0,65.07,28.28,8/5/2026 4:30:00 PM,62.2
Investment Master,TSEM,Technology,227.21,319.92,44.35,105.53,0.66,15.66,1.01,25392230000,313.83,38.12,15.48,60.32,24.77,15.13,0.05,0.9,7.09,73.49,1.33,2.52,2.42,8/4/2026 8:30:00 AM,62.2
Investment Master,AMAT,Technology,525.7,739.69,43.44,49.39,0.99,14.38,1.26,417384470000,636.73,21.12,11.41,33.44,48.96,29.31,0.3,1.61,0.5,82.89,1.48,19.91,2.52,8/13/2026 4:30:00 PM,61.7
Investment Master,RBRK,Technology,78.18,99.74,49.51,,,11.29,0.29,16091660000,95.23,21.81,38.99,61.43,80.58,-20.25,,1.13,26.68,57.69,1.1,13.03,8.59,6/4/2026 4:30:00 PM,61.6
Investment Master,SNPS,Technology,378.46,651.73,22.71,87.56,1.3,8.35,0.2,72467270000,569.89,50.58,41.92,-96.02,64.88,8.91,0.36,1.24,4.68,86.87,1.62,5.42,2.97,5/27/2026 4:30:00 PM,61.5
Investment Master,TLN,Utilities,360.32,451.3,42.47,,,3.51,0.16,16356730000,477.27,32.46,21.64,145.11,63.43,-0.45,6.34,1.64,7.12,104.28,1.47,2.54,6.02,8/5/2026 4:30:00 PM,61.3
Investment Master,CART,Consumer Cyclical,46.75,53.5,54.66,26.22,0.5,2.84,0.21,10987650000,51.41,9.97,13.6,51.33,72.52,12.37,0.01,0.77,21.69,71.33,2.11,19.26,10.47,8/6/2026 4:30:00 PM,60.9
Investment Master,MRVL,Technology,194.94,329.9,37.97,66.61,0.66,19.58,0.71,170721910000,265.46,36.18,27.57,-81.0,50.64,28.99,0.3,2.25,0.77,77.91,1.43,34.08,3.92,5/27/2026 4:30:00 PM,60.8
Investment Master,RMD,Healthcare,198.61,293.8,48.02,19.15,1.41,5.2,0.48,28809650000,265.02,33.44,10.81,10.35,60.74,27.44,0.13,0.76,0.93,75.96,2.0,15.1,10.51,8/6/2026 4:30:00 PM,60.7
Investment Master,TDC,Technology,30.6,41.78,38.52,7.01,1.46,1.7,0.27,2879460000,34.86,13.92,6.22,667.57,60.63,24.93,0.99,0.61,3.27,114.49,2.78,16.67,18.31,8/4/2026 4:30:00 PM,60.7
Investment Master,SYM,Industrials,40.83,87.88,42.34,,0.83,9.78,0.42,24608520000,65.5,60.42,23.07,140.11,19.24,-0.2,0.04,1.95,43.7,41.87,2.33,16.15,22.55,8/5/2026 4:30:00 PM,60.4
Investment Master,EXEL,Healthcare,55.53,57.57,57.11,18.41,0.97,5.88,0.59,13957750000,51.19,-7.82,9.97,42.14,96.44,35.08,0.09,0.43,3.19,104.9,2.33,28.54,11.73,5/5/2026 4:30:00 PM,60.2
Investment Master,ARM,Technology,269.61,452.67,38.93,318.54,2.87,58.31,2.91,286865020000,310.76,15.26,20.06,48.63,94.08,18.37,0.06,3.89,0.45,7.98,1.89,17.23,1.63,7/29/2026 4:30:00 PM,60.1
Investment Master,PLAB,Technology,28.94,56.0,41.53,10.6,4.94,1.98,,1706410000,42.33,46.27,-0.5,268.2,33.77,18.47,0.0,1.39,4.06,95.74,1.0,3.91,6.91,5/28/2026 8:30:00 AM,60.1
Investment Master,PENG,Technology,53.23,89.85,39.5,38021.43,0.56,1.82,0.04,2727650000,73.12,37.37,47.64,,27.92,5.04,1.61,2.86,4.37,113.27,1.56,8.75,17.87,7/7/2026 4:30:00 PM,59.8
Investment Master,HAYW,Industrials,14.07,17.73,35.86,19.48,1.3,2.66,0.23,3052670000,17.25,22.6,11.53,62.54,45.02,13.98,0.63,1.1,2.76,100.53,2.4,10.17,4.82,7/29/2026 8:30:00 AM,59.7
Investment Master,ONB,Financial,26.51,27.32,59.22,13.73,0.69,2.55,0.07,10242740000,28.73,8.37,37.97,35.08,,18.5,0.95,0.84,11.45,87.27,1.75,21.44,6.27,7/22/2026 8:30:00 AM,59.6
