Tab,Ticker,Sector,Current Price,52-Week High,RSI,P/E Ratio,PEG,P/S Ratio,PSG,Market Cap,Target Price,Upside %,Revenue Growth %,EPS Growth %,Gross Margin %,Net Profit Margin %,Debt/Equity,Beta,Insider Ownership %,Institutional Ownership %,Analyst Recom,Short Interest,Short Float %,Earnings Date,Investment Score
Investment Master,LITE,Technology,802.13,1085.72,43.15,148.87,0.31,25.08,0.28,62405720000,1132.81,41.23,90.12,332.76,35.36,17.61,1.11,1.48,2.56,103.86,1.47,9.29,12.26,5/5/2026 4:30:00 PM,76.1
Investment Master,EXE,Energy,90.71,126.62,49.96,6.76,0.6,1.68,0.04,21700160000,130.38,43.73,40.78,553.24,50.24,25.03,0.26,0.33,0.47,93.22,1.48,7.6,3.19,4/28/2026 4:30:00 PM,75.2
Investment Master,TER,Technology,429.73,487.89,52.69,79.54,0.82,17.77,0.2,67270869999,422.53,-1.68,86.84,314.51,58.52,22.56,0.03,1.74,0.69,96.05,1.95,8.85,5.69,4/28/2026 4:30:00 PM,75.0
Investment Master,META,Communication Services,621.32,796.26,60.3,22.59,0.9,7.34,0.22,1577173080000,820.96,32.13,33.08,62.49,81.94,32.84,0.36,1.25,13.7,68.47,1.26,29.99,1.37,4/29/2026 4:30:00 PM,74.8
Investment Master,STRL,Industrials,779.24,1005.73,45.11,69.67,0.84,8.29,0.09,23911650000,956.43,22.74,91.59,141.86,22.43,12.02,0.29,1.83,2.43,93.34,1.22,1.7,5.67,5/4/2026 4:30:00 PM,74.7
Investment Master,ADSK,Technology,202.21,329.06,43.81,29.55,0.88,5.67,0.29,42666310000,322.41,59.44,19.63,229.12,85.68,19.46,0.85,1.32,0.37,94.95,1.31,7.47,3.55,5/28/2026 4:30:00 PM,74.4
Investment Master,ICE,Financial,128.51,189.35,35.76,18.71,1.23,5.62,0.24,72674010000,194.93,51.68,23.56,79.47,68.69,30.41,0.71,0.95,0.61,95.56,1.25,10.41,1.85,4/30/2026 8:30:00 AM,73.0
Investment Master,WDC,Technology,595.54,799.81,50.17,35.55,0.43,17.43,0.38,205273710000,597.48,0.33,45.47,483.37,45.4,54.28,0.18,2.12,0.93,98.92,1.73,26.45,7.75,4/30/2026 4:30:00 PM,73.0
Investment Master,NBIX,Healthcare,167.99,171.51,61.76,25.83,0.45,5.44,0.13,16891390000,195.26,16.23,42.25,2382.36,98.17,21.55,0.12,0.39,1.74,101.5,1.41,5.69,5.76,5/5/2026 4:30:00 PM,72.7
Investment Master,PODD,Healthcare,159.04,354.84,55.52,37.02,0.72,3.8,0.11,11015860000,238.79,50.14,33.87,158.51,71.64,10.44,0.73,1.11,0.43,105.56,1.41,4.9,7.11,5/6/2026 8:30:00 AM,72.5
Investment Master,ALAB,Technology,439.75,499.49,61.95,296.41,2.1,75.27,0.81,75376640000,285.92,-34.98,93.4,148.21,75.99,26.72,0.03,3.67,18.28,71.36,1.84,11.51,8.22,5/5/2026 4:30:00 PM,72.4
Investment Master,BSX,Healthcare,42.79,109.49,26.21,17.94,1.09,3.09,0.27,63608570000,74.3,73.64,11.58,98.72,65.44,17.29,0.43,0.58,0.51,93.74,1.41,29.75,2.01,4/22/2026 8:30:00 AM,72.3
Investment Master,NBIS,Technology,236.64,299.85,48.37,78.95,,67.83,0.11,59550560000,259.0,9.45,621.52,521.4,7.48,95.27,1.31,4.23,19.73,50.32,1.94,50.93,25.21,5/13/2026 8:30:00 AM,71.8
Investment Master,ADMA,Healthcare,8.66,20.44,52.59,12.78,0.29,3.94,,2008310000,17.75,104.97,-0.27,71.73,61.24,32.43,0.52,0.73,2.83,91.91,1.75,21.28,9.45,5/6/2026 4:30:00 PM,71.5
Investment Master,TW,Financial,101.32,147.48,51.7,25.01,1.47,11.07,0.52,23915330000,135.79,34.02,21.21,39.44,88.51,40.23,0.02,0.62,45.73,56.87,2.0,3.07,2.65,4/29/2026 8:30:00 AM,71.3
Investment Master,NFLX,Communication Services,74.1,133.88,37.22,23.94,0.88,6.6,0.34,311999110000,115.82,56.3,19.31,85.79,49.44,28.29,0.54,1.52,0.64,83.35,1.65,101.03,2.41,7/16/2026 4:30:00 PM,70.9
Investment Master,AVPT,Technology,11.63,19.95,65.31,57.35,1.04,5.56,0.21,2465760000,16.1,38.44,25.98,340.52,73.59,10.51,0.05,1.16,33.48,53.97,1.6,12.38,8.78,5/7/2026 4:30:00 PM,70.5
Investment Master,ESTC,Technology,59.0,96.06,52.73,16.86,0.66,3.53,0.22,6133140000,75.67,28.25,16.03,2754.97,76.07,21.14,0.46,1.0,13.9,87.11,1.94,6.29,7.03,5/28/2026 4:30:00 PM,70.2
Investment Master,ADI,Technology,392.27,445.91,44.66,58.29,0.88,15.0,0.4,191069620000,460.96,17.51,37.25,109.73,58.62,26.01,0.26,1.19,0.28,91.26,1.59,12.05,2.48,5/20/2026 8:30:00 AM,70.1
Investment Master,TSM,Technology,445.09,479.0,53.1,36.99,0.65,17.37,0.43,2308443080000,474.57,6.62,40.49,64.6,60.72,46.96,0.19,1.37,0.09,15.16,1.23,24.58,0.47,4/15/2026 4:30:00 PM,69.9
Investment Master,MSFT,Technology,388.36,555.43,48.72,23.13,1.07,9.06,0.5,2884906740000,559.02,43.94,18.3,23.32,68.31,39.34,0.3,1.13,1.53,75.98,1.23,95.19,1.3,4/29/2026 4:30:00 PM,69.8
Investment Master,AR,Energy,35.26,45.76,49.77,11.42,0.17,1.9,0.06,10923270000,50.52,43.28,34.1,160.16,25.84,16.69,0.59,0.33,4.58,89.19,1.6,12.38,4.19,4/29/2026 4:30:00 PM,69.7
Investment Master,GMED,Healthcare,75.79,101.4,39.8,17.65,1.16,3.32,0.12,10281820000,108.64,43.34,27.04,66.6,64.08,18.92,0.02,0.95,17.15,82.25,1.67,5.47,4.87,5/7/2026 4:30:00 PM,69.7
Investment Master,SSRM,Basic Materials,29.34,36.52,50.32,28.27,0.18,3.21,0.04,6087600000,43.08,46.83,83.75,-290.68,43.52,12.17,0.02,-0.1,1.31,71.46,1.0,5.42,2.65,5/5/2026 4:30:00 PM,69.5
Investment Master,AVAV,Industrials,171.64,417.82,52.56,,1.79,4.39,0.03,8686180000,239.41,39.48,133.27,112.23,18.93,-13.41,0.19,1.39,24.94,63.64,1.25,4.8,12.8,6/29/2026 4:30:00 PM,69.5
Investment Master,CNX,Energy,33.7,43.62,47.4,4.69,0.37,2.06,0.07,4767800000,39.25,16.47,28.26,262.79,50.03,50.93,0.55,0.58,4.03,98.09,3.33,15.83,11.66,4/30/2026 8:30:00 AM,69.4
Investment Master,SF,Financial,71.8,89.83,49.21,13.97,0.75,1.68,0.13,11014250000,87.14,21.36,13.39,462.77,86.84,12.91,0.4,1.01,3.5,91.23,2.22,4.07,2.75,4/22/2026 8:30:00 AM,69.4
Investment Master,PNFP,Financial,101.54,120.45,63.93,14.07,0.49,3.65,0.03,15344140000,117.29,15.51,136.95,-49.79,,14.87,0.41,1.03,1.46,84.83,1.57,5.02,3.37,7/22/2026 4:30:00 PM,69.3
Investment Master,UUUU,Energy,14.36,27.89,38.51,,,42.3,0.38,3589340000,26.53,84.75,112.08,64.53,24.76,-82.7,0.94,1.5,1.59,68.06,1.22,37.77,15.36,5/6/2026 4:30:00 PM,69.3
Investment Master,GOOG,Communication Services,357.2,404.48,49.28,27.25,1.45,10.29,0.46,4355052300000,434.64,21.68,22.34,81.96,60.43,37.86,0.2,1.24,58.18,27.72,1.39,52.72,1.04,4/29/2026 4:30:00 PM,68.7
Investment Master,GOOGL,Communication Services,360.23,408.61,49.74,27.48,1.46,10.26,0.46,4342428309999,434.84,20.71,22.34,81.96,60.43,37.86,0.2,1.25,52.1,39.44,1.39,89.84,1.55,4/29/2026 4:30:00 PM,68.6
Investment Master,HPE,Technology,44.06,64.25,48.85,41.44,0.35,1.5,0.04,58351020000,68.59,55.67,40.64,153.39,31.38,3.7,0.84,1.44,0.38,93.69,2.0,76.15,5.77,6/1/2026 4:30:00 PM,68.3
Investment Master,RRC,Energy,37.18,48.31,43.03,9.82,0.49,2.73,0.11,8760270000,47.05,26.55,25.67,260.69,38.05,28.06,0.21,0.41,1.53,95.81,2.56,21.41,9.23,4/21/2026 4:30:00 PM,68.2
Investment Master,INTU,Technology,271.67,813.63,40.59,16.45,0.64,3.55,0.34,74310420000,472.86,74.06,10.37,11.01,77.64,21.91,0.33,1.0,2.18,90.37,1.59,12.31,4.6,5/20/2026 4:30:00 PM,68.0
Investment Master,SMCI,Technology,28.25,62.38,41.2,14.9,0.42,0.54,0.0,18270920000,35.87,26.97,122.68,314.07,8.39,3.7,1.21,1.94,13.87,62.82,2.9,96.23,17.27,5/5/2026 4:30:00 PM,68.0
Investment Master,HAPN,Financial,20.83,21.66,72.01,13.95,0.21,1.53,0.05,2403340000,23.75,14.02,29.5,337.61,74.25,11.21,0.04,1.94,3.28,89.75,1.0,6.27,5.62,4/27/2026 4:30:00 PM,67.9
Investment Master,BAM,Financial,45.38,64.11,43.9,29.21,1.31,14.28,0.6,72456100000,57.22,26.09,23.77,6.87,95.07,49.68,0.5,1.27,79.84,21.48,2.11,19.56,6.08,5/8/2026 8:30:00 AM,67.8
Investment Master,DXCM,Healthcare,68.42,89.98,45.0,29.26,1.06,5.48,0.36,26401420000,85.88,25.52,15.05,92.21,62.64,19.31,0.47,1.45,1.76,98.71,1.38,17.02,4.49,4/30/2026 4:30:00 PM,67.6
Investment Master,DELL,Technology,430.95,469.44,63.62,34.25,0.55,2.08,0.02,279376720000,501.24,16.31,87.49,281.26,19.09,6.27,,1.3,53.52,40.4,1.73,15.81,5.25,5/28/2026 4:30:00 PM,67.6
Investment Master,TRMB,Technology,52.57,87.5,48.67,27.57,0.85,3.32,0.28,12254670000,84.08,59.94,11.81,54.12,66.6,12.37,0.25,1.38,0.46,98.37,1.31,10.0,4.31,5/6/2026 8:30:00 AM,67.5
Investment Master,CIEN,Technology,461.9,637.54,44.23,153.74,0.63,11.74,0.3,65382740000,582.13,26.03,39.51,2309.37,40.49,7.87,0.55,1.27,1.02,97.69,1.91,4.76,3.4,6/4/2026 8:30:00 AM,67.5
Investment Master,BEAM,Healthcare,33.36,36.88,54.55,,,20.93,0.06,3432050000,50.19,50.45,324.87,26.46,86.36,-39.66,0.22,2.18,8.89,96.6,1.28,28.31,30.2,5/7/2026 8:30:00 AM,66.5
Investment Master,FIX,Industrials,1859.86,2073.88,47.81,53.68,1.07,6.46,0.11,65471440000,2115.29,13.73,56.47,120.98,24.51,12.07,0.13,1.66,1.24,96.19,1.45,0.79,2.26,4/23/2026 4:30:00 PM,66.5
Investment Master,SOFI,Financial,18.59,32.73,61.53,42.16,0.6,4.64,0.13,23846160000,20.75,11.62,35.83,101.0,61.74,11.22,0.18,2.15,1.82,56.23,2.73,195.79,15.55,4/29/2026 8:30:00 AM,66.4
Investment Master,CEG,Utilities,233.47,412.71,30.79,20.28,0.77,2.94,0.13,83839550000,359.8,54.11,23.45,1095.18,13.18,13.3,0.67,1.12,6.48,75.2,1.44,11.38,3.39,5/11/2026 8:30:00 AM,66.0
Investment Master,FSLR,Technology,236.23,320.96,40.96,15.26,0.37,4.68,0.2,25383710000,253.04,7.12,23.64,65.1,41.73,30.73,0.06,1.73,5.47,93.51,2.03,8.54,8.4,4/30/2026 4:30:00 PM,65.8
Investment Master,WAY,Healthcare,21.26,41.47,61.19,31.76,0.76,3.52,0.16,4077350000,33.86,59.27,22.4,36.91,55.87,10.9,0.38,0.07,28.74,81.89,1.17,12.65,9.25,4/29/2026 4:30:00 PM,65.7
Investment Master,ORCL,Technology,144.01,345.68,28.01,24.72,0.5,6.16,0.3,414831030000,254.84,76.96,20.63,21.36,63.34,25.21,3.94,1.71,40.54,44.45,1.51,37.68,2.2,6/10/2026 4:30:00 PM,65.5
Investment Master,SCHW,Financial,95.69,107.5,62.62,18.98,0.61,5.88,0.6,166417880000,116.11,21.34,9.77,38.8,84.12,31.84,0.67,0.76,5.84,84.31,1.52,22.63,1.38,7/21/2026 8:30:00 AM,65.1
Investment Master,GILD,Healthcare,125.87,157.3,45.97,17.13,1.44,5.25,1.03,156276400000,161.05,27.95,5.09,54.29,79.41,30.94,0.94,0.34,0.14,90.02,1.55,23.86,1.92,5/7/2026 4:30:00 PM,65.0
Investment Master,MOD,Consumer Cyclical,248.96,323.24,41.05,111.22,0.46,4.13,0.09,13149020000,351.75,41.29,47.47,47.51,23.19,3.82,0.49,1.67,2.04,106.53,1.0,3.3,6.38,5/26/2026 4:30:00 PM,65.0
Investment Master,ADBE,Technology,211.4,392.57,44.57,12.09,0.53,3.33,0.26,84033490000,267.75,26.66,12.69,8.04,88.82,28.69,0.61,1.43,0.2,85.96,2.55,20.89,5.27,6/11/2026 4:30:00 PM,64.9
Investment Master,ANET,Technology,166.52,179.81,53.53,57.02,1.71,21.59,0.61,209682430000,190.3,14.28,35.13,26.22,63.54,38.32,0.0,1.6,17.04,73.01,1.12,20.2,1.93,5/5/2026 4:30:00 PM,64.9
Investment Master,STX,Technology,915.98,1144.97,49.26,86.95,0.45,18.65,0.42,205389890000,960.36,4.85,44.07,107.51,41.54,21.6,3.82,2.07,0.27,86.12,1.64,8.45,3.78,4/28/2026 4:30:00 PM,64.9
Investment Master,VRT,Industrials,313.57,379.95,48.78,78.72,0.91,11.11,0.37,120445010000,378.23,20.62,30.13,135.9,35.0,14.37,0.77,2.03,0.38,85.94,1.61,14.98,3.92,4/22/2026 8:30:00 AM,64.8
Investment Master,AJG,Financial,243.68,323.23,74.58,39.33,1.02,4.18,0.15,62602670000,268.21,10.07,27.65,16.52,90.82,10.76,0.56,0.51,1.92,93.59,1.56,6.87,2.73,4/30/2026 4:30:00 PM,64.5
Investment Master,INCY,Healthcare,114.21,115.56,67.57,16.15,1.1,4.26,0.2,22816280000,113.19,-0.89,20.87,83.74,91.22,26.71,0.01,0.76,0.93,105.81,2.31,10.56,5.34,4/28/2026 8:30:00 AM,64.5
Investment Master,PATH,Technology,11.75,19.84,62.58,19.39,0.97,3.64,0.21,6087920000,13.4,14.04,17.32,203.89,82.71,19.58,0.04,0.97,24.4,61.13,2.73,126.25,32.23,5/28/2026 4:30:00 PM,64.5
Investment Master,AUB,Financial,43.35,42.53,75.4,18.43,0.75,2.78,0.05,6203340000,45.25,4.38,57.17,61.05,,14.97,0.28,0.77,0.99,86.07,1.67,8.26,5.83,4/21/2026 8:30:00 AM,64.4
Investment Master,MGNI,Communication Services,20.26,26.65,73.32,19.57,1.25,4.02,0.73,2901540000,22.54,11.25,5.52,143.89,63.18,21.96,0.47,2.24,2.55,92.82,1.24,13.42,9.62,5/6/2026 4:30:00 PM,64.3
Investment Master,BE,Industrials,295.78,351.28,52.21,,0.59,34.35,0.26,84133750000,295.16,-0.21,130.37,313.73,31.08,0.25,3.2,3.74,6.31,86.05,2.26,29.78,11.17,4/28/2026 4:30:00 PM,64.3
Investment Master,RDN,Financial,37.62,38.84,67.17,9.25,0.95,3.6,0.08,5002370000,43.67,16.08,46.59,-8.43,,40.5,0.27,0.72,1.91,94.54,1.62,5.5,4.22,5/6/2026 4:30:00 PM,64.2
Investment Master,CENX,Basic Materials,43.33,70.44,29.28,12.95,0.04,1.69,0.7,4288050000,74.5,71.94,2.41,1037.28,12.67,13.72,0.47,1.97,31.01,73.06,1.0,8.25,12.09,5/7/2026 4:30:00 PM,64.1
Investment Master,MDB,Technology,359.32,444.7,58.54,,2.2,11.11,0.44,28900570000,399.82,11.27,25.25,111.72,71.67,-1.12,0.02,1.55,3.98,90.87,1.6,3.83,4.96,5/28/2026 4:30:00 PM,63.7
Investment Master,AAON,Industrials,117.64,150.45,38.92,82.75,0.67,5.96,0.11,9636240000,149.75,27.3,54.3,36.23,24.54,7.3,0.49,1.41,16.68,88.3,1.57,3.92,5.75,5/7/2026 8:30:00 AM,63.6
Investment Master,PLAB,Technology,30.61,56.0,40.25,11.21,,2.1,,1804800000,43.0,40.48,-0.5,268.2,33.77,18.47,0.0,1.37,4.06,95.76,1.0,3.83,6.77,5/28/2026 8:30:00 AM,63.4
Investment Master,NOW,Technology,106.45,211.46,55.0,63.32,1.01,7.86,0.36,109782740000,140.38,31.87,22.09,2.64,76.56,12.59,0.21,0.96,0.91,87.52,1.3,59.49,5.82,4/22/2026 4:30:00 PM,63.3
Investment Master,AMZN,Consumer Cyclical,244.31,278.57,49.93,29.2,1.1,3.54,0.21,2628069370000,317.25,29.86,16.61,75.33,50.6,12.22,0.51,1.46,8.95,67.71,1.23,98.95,1.01,4/29/2026 4:30:00 PM,63.2
Investment Master,AMD,Technology,549.91,584.76,58.19,180.48,0.66,23.94,0.63,896675460000,510.52,-7.16,37.85,92.25,47.09,13.37,0.06,2.47,0.48,69.49,1.5,46.76,2.88,5/5/2026 4:30:00 PM,62.6
Investment Master,HYLN,Industrials,4.93,8.48,43.24,,,151.15,0.32,879720000,7.0,41.99,479.14,33.23,-112.67,-888.12,0.02,3.47,32.13,25.01,1.67,10.63,8.78,5/12/2026 4:30:00 PM,62.6
Investment Master,CART,Consumer Cyclical,44.6,53.5,53.37,25.02,0.48,2.71,0.2,10482330000,50.81,13.92,13.6,51.33,72.52,12.37,0.01,0.75,21.69,71.31,2.14,18.98,10.31,5/6/2026 8:30:00 AM,62.4
Investment Master,ABCL,Healthcare,7.57,8.41,68.59,,,29.2,0.3,2313220000,10.43,37.78,96.34,7.05,61.02,-181.75,0.15,1.15,23.04,41.56,1.22,44.91,19.11,5/11/2026 4:30:00 PM,62.3
Investment Master,COCO,Consumer Defensive,69.08,85.82,37.03,50.05,1.5,5.99,0.16,3945630000,75.11,8.73,37.31,60.07,37.2,12.59,0.04,0.76,13.78,88.76,1.55,4.53,9.2,4/29/2026 8:30:00 AM,62.1
Investment Master,MLI,Industrials,58.02,70.95,27.53,15.2,1.31,2.94,0.15,12830620000,74.75,28.83,19.28,54.79,27.57,19.37,0.01,1.12,2.07,92.83,2.0,3.72,1.72,4/21/2026 8:30:00 AM,61.8
Investment Master,FCX,Basic Materials,60.86,72.27,41.3,32.38,0.41,3.39,0.28,87489900000,72.47,19.08,11.97,152.63,25.84,10.52,0.53,1.37,0.53,88.83,1.65,30.99,2.17,4/23/2026 8:30:00 AM,61.6
Investment Master,KEYS,Technology,339.04,374.96,47.33,55.86,1.29,9.52,0.3,57939850000,394.17,16.26,31.47,35.79,63.9,17.25,0.44,1.21,0.79,92.5,1.88,2.95,1.74,5/19/2026 4:30:00 PM,61.5
Investment Master,RMD,Healthcare,201.95,293.83,55.47,19.47,1.37,5.29,0.49,29294140000,275.59,36.46,10.81,10.35,60.74,27.44,0.13,0.78,0.93,76.0,1.93,12.92,8.99,4/30/2026 4:30:00 PM,61.4
Investment Master,EOG,Energy,128.91,151.87,38.49,12.68,0.61,2.92,0.19,68661140000,159.32,23.59,15.63,39.89,40.88,23.34,0.27,0.25,0.23,97.52,2.14,18.46,3.47,5/5/2026 4:30:00 PM,61.3
Investment Master,TLN,Utilities,363.33,451.29,43.05,,,3.54,0.16,16493369999,478.87,31.8,21.64,145.11,63.43,-0.45,6.34,1.62,7.12,103.85,1.44,2.37,5.62,5/5/2026 4:30:00 PM,61.2
Investment Master,COHR,Technology,367.55,439.97,47.03,175.48,0.85,10.89,0.53,71908220000,388.09,5.59,20.55,990.95,37.93,6.07,0.32,2.04,4.45,89.29,1.65,8.94,4.79,5/6/2026 4:30:00 PM,61.1
Investment Master,TSEM,Technology,244.43,319.93,45.45,113.53,0.78,16.85,1.09,27316640000,313.83,28.39,15.48,60.32,24.77,15.13,0.05,0.87,6.46,73.61,1.5,2.64,2.52,5/13/2026 8:30:00 AM,60.7
Investment Master,EXEL,Healthcare,53.81,55.91,59.49,17.83,1.03,5.69,0.57,13524190000,49.5,-8.01,9.97,42.14,96.44,35.08,0.09,0.42,3.19,105.04,2.3,30.64,12.59,5/5/2026 4:30:00 PM,60.1
Investment Master,LRCX,Technology,383.62,438.52,54.74,72.41,1.4,22.13,0.93,479744050000,359.21,-6.36,23.76,40.55,49.98,30.94,0.35,1.8,0.33,85.73,1.53,29.88,2.4,4/22/2026 4:30:00 PM,59.8
Investment Master,RBRK,Technology,82.82,99.76,69.13,,,11.96,0.31,17045669999,94.35,13.92,38.99,61.43,80.58,-20.25,,1.1,26.65,57.42,1.1,14.37,9.52,6/4/2026 4:30:00 PM,59.7
Investment Master,FTI,Energy,64.89,77.79,42.31,24.82,0.96,2.54,0.24,25869780000,77.05,18.74,10.46,92.99,22.49,10.65,0.39,0.7,1.0,99.79,1.82,14.78,3.74,4/30/2026 8:30:00 AM,59.5
Investment Master,EXLS,Technology,26.96,47.11,45.4,17.2,0.7,1.91,0.14,4119029999,41.75,54.86,13.84,5.69,35.7,11.66,0.67,0.84,3.35,101.84,1.27,13.11,8.88,4/28/2026 4:30:00 PM,59.2
Investment Master,GWRE,Technology,130.22,272.6,54.24,70.16,1.26,7.63,0.28,10841650000,201.91,55.05,26.93,-63.85,63.97,11.25,0.53,0.95,0.66,103.62,1.44,5.38,6.5,6/4/2026 4:30:00 PM,59.2
Investment Master,DLR,Real Estate,178.99,208.13,37.36,47.34,,9.8,0.61,62899930000,220.03,22.93,16.16,67.62,25.66,20.83,0.82,1.05,0.03,100.58,1.61,8.08,2.3,4/23/2026 4:30:00 PM,58.9
Investment Master,ONB,Financial,26.23,26.18,70.14,13.58,0.66,2.53,0.07,10132630000,28.2,7.51,37.97,35.08,,18.5,0.95,0.83,11.45,97.8,1.7,21.83,6.38,4/22/2026 8:30:00 AM,58.7
Investment Master,BNL,Real Estate,20.87,21.5,53.72,32.16,1.22,8.55,1.04,4002160000,22.3,6.85,8.25,175.03,59.48,25.85,0.93,0.97,1.14,94.02,1.8,9.99,5.27,4/29/2026 4:30:00 PM,58.6
Investment Master,DDOG,Technology,264.62,278.69,71.89,706.22,4.76,25.65,0.8,94194180000,243.18,-8.1,32.15,115.46,79.86,3.69,0.32,1.54,9.06,82.51,1.38,14.61,4.51,5/7/2026 8:30:00 AM,58.6
Investment Master,S,Technology,17.77,21.39,66.47,,0.67,5.81,0.28,6093340000,19.09,7.43,20.8,64.4,73.0,-30.38,0.0,0.82,6.91,78.27,1.95,22.08,6.92,5/28/2026 4:30:00 PM,58.4
Investment Master,YOU,Technology,55.51,62.74,54.6,44.83,0.62,7.87,0.4,7418870000,62.6,12.77,19.7,47.03,61.78,13.0,0.6,1.08,7.57,95.41,2.33,9.9,10.63,5/6/2026 8:30:00 AM,58.3
Investment Master,APLD,Technology,36.72,50.73,38.13,,,29.52,0.21,10493450000,73.0,98.8,139.29,-120.39,27.07,-54.12,1.72,5.68,9.63,70.29,1.0,74.36,28.79,4/8/2026 4:30:00 PM,58.3
Investment Master,PEGA,Technology,31.38,68.1,45.44,16.89,0.57,3.08,,5244100000,58.5,86.42,-9.6,-59.5,74.84,20.04,0.1,0.87,45.94,56.22,1.27,13.85,15.33,4/21/2026 4:30:00 PM,58.2
Investment Master,RJF,Financial,158.13,177.65,59.55,14.95,0.79,1.87,0.17,30816860000,173.67,9.83,10.82,15.42,87.69,12.96,0.47,0.94,10.56,80.72,2.38,11.08,6.36,7/22/2026 4:30:00 PM,58.2
Investment Master,DECK,Consumer Cyclical,100.39,126.5,41.09,14.26,1.14,2.56,0.29,13942260000,127.21,26.72,8.68,-4.02,56.14,18.77,0.15,1.17,1.06,100.26,2.32,5.92,4.31,5/21/2026 4:30:00 PM,58.1
Investment Master,FRSH,Technology,10.45,15.47,66.08,16.45,1.04,3.45,0.21,3003400000,11.75,12.44,16.49,-295.35,83.93,20.69,0.04,0.88,29.01,60.94,2.07,18.78,9.2,5/5/2026 4:30:00 PM,58.1
Investment Master,HQY,Healthcare,93.91,105.96,66.02,35.18,1.17,5.87,0.82,7851080000,115.56,23.05,7.13,33.91,62.64,17.25,0.48,0.21,2.47,105.13,1.35,4.61,5.65,5/28/2026 4:30:00 PM,57.9
Investment Master,RMBS,Technology,124.88,174.1,44.71,59.36,1.33,18.73,2.31,13504140000,144.57,15.77,8.12,-1.71,74.39,31.89,0.02,1.84,0.79,105.69,1.91,7.68,7.16,4/27/2026 4:30:00 PM,57.9
