Tab,Ticker,Sector,Current Price,52-Week High,RSI,P/E Ratio,PEG,P/S Ratio,PSG,Market Cap,Target Price,Upside %,Revenue Growth %,EPS Growth %,Gross Margin %,Net Profit Margin %,Debt/Equity,Beta,Insider Ownership %,Institutional Ownership %,Analyst Recom,Short Interest,Short Float %,Earnings Date,Investment Score
Investment Master,EBC,Financial,22.69,22.89,71.73,12.69,0.57,3.73,0.0,5244640000,23.94,5.51,1206.82,126.85,,26.37,0.19,0.69,7.71,74.19,1.25,9.74,4.56,7/23/2026 4:30:00 PM,79.2
Investment Master,HL,Basic Materials,15.39,34.18,44.87,22.11,0.39,6.57,0.12,10318910000,25.19,63.68,56.55,466.67,48.39,29.65,0.11,1.3,0.83,73.57,2.0,39.41,5.93,5/5/2026 4:30:00 PM,79.2
Investment Master,AVGO,Technology,365.2,494.99,42.24,60.8,0.34,23.02,0.48,1737468300000,525.71,43.95,47.87,85.59,65.66,38.85,0.74,1.47,1.92,79.91,1.31,61.48,1.32,6/3/2026 4:30:00 PM,78.8
Investment Master,LITE,Technology,690.86,1085.75,35.27,128.22,0.26,21.6,0.24,53748910000,1132.81,63.97,90.12,332.76,35.36,17.61,1.11,1.49,2.56,103.93,1.47,9.29,12.26,5/5/2026 4:30:00 PM,78.2
Investment Master,NEM,Basic Materials,94.91,134.87,41.46,12.31,0.42,4.15,0.09,101322610000,139.97,47.48,47.46,78.85,55.12,34.64,0.16,0.48,0.11,81.72,1.59,19.7,1.85,7/23/2026 4:30:00 PM,77.8
Investment Master,EQT,Energy,51.78,68.25,42.41,9.81,0.56,3.39,0.07,32384130000,69.46,34.14,49.54,488.4,49.33,34.39,0.24,0.57,1.09,93.87,1.68,21.48,3.47,7/21/2026 4:30:00 PM,77.0
Investment Master,STRL,Industrials,653.89,1005.68,36.12,58.46,0.71,6.96,0.08,20065240000,956.43,46.27,91.59,141.86,22.43,12.02,0.29,1.86,2.42,93.15,1.22,1.7,5.67,5/4/2026 4:30:00 PM,77.0
Investment Master,ALAB,Technology,383.75,499.48,51.06,258.66,1.84,65.68,0.7,65777810000,285.92,-25.49,93.4,148.21,75.99,26.72,0.03,3.72,18.28,71.46,1.84,11.51,8.22,5/5/2026 4:30:00 PM,75.7
Investment Master,EXE,Energy,89.42,126.62,46.55,6.66,0.6,1.66,0.04,21390650000,129.58,44.91,40.78,553.24,50.24,25.03,0.26,0.33,0.47,93.24,1.48,7.6,3.19,4/28/2026 4:30:00 PM,75.3
Investment Master,META,Communication Services,610.5,796.27,56.33,22.19,0.9,7.21,0.22,1549707320000,821.0,34.48,33.08,62.49,81.94,32.84,0.36,1.24,13.7,68.48,1.26,29.99,1.37,4/29/2026 4:30:00 PM,75.0
Investment Master,WDC,Technology,519.01,799.83,43.31,30.98,0.37,15.19,0.33,178893500000,608.35,17.21,45.47,483.37,45.4,54.28,0.18,2.14,0.93,98.97,1.73,26.45,7.75,4/30/2026 4:30:00 PM,74.7
Investment Master,NBIS,Technology,196.59,299.86,39.11,65.59,,56.35,0.09,49471960000,257.79,31.13,621.52,521.4,7.48,95.27,1.31,4.33,19.73,50.42,1.94,50.93,25.21,5/13/2026 8:30:00 AM,73.8
Investment Master,ADSK,Technology,212.77,329.06,53.17,31.09,0.93,5.97,0.3,44895530000,317.64,49.29,19.63,229.12,85.68,19.46,0.85,1.31,0.37,94.94,1.31,7.47,3.55,5/28/2026 4:30:00 PM,73.4
Investment Master,PODD,Healthcare,161.19,354.89,56.0,37.52,0.74,3.85,0.11,11164820000,236.35,46.63,33.87,158.51,71.64,10.44,0.73,1.11,0.43,105.55,1.43,4.9,7.11,5/6/2026 8:30:00 AM,72.2
Investment Master,ICE,Financial,136.73,189.35,50.87,19.91,1.29,5.98,0.25,77319710000,190.93,39.64,23.56,79.47,68.69,30.41,0.71,0.94,0.61,95.52,1.25,10.41,1.85,7/30/2026 8:30:00 AM,71.9
Investment Master,ADI,Technology,374.31,445.93,40.87,55.62,0.84,14.31,0.38,182321550000,460.96,23.15,37.25,109.73,58.62,26.01,0.26,1.2,0.28,91.25,1.59,12.05,2.48,5/20/2026 8:30:00 AM,71.8
Investment Master,NBIX,Healthcare,177.44,175.02,70.95,27.28,0.47,5.75,0.14,17841590000,195.26,10.04,42.25,2382.36,98.17,21.55,0.12,0.39,1.74,101.5,1.41,5.69,5.76,5/5/2026 4:30:00 PM,71.6
Investment Master,TW,Financial,99.43,147.5,47.8,24.54,1.42,10.86,0.51,23468070000,134.79,35.56,21.21,39.44,88.51,40.23,0.02,0.62,45.73,56.87,2.0,3.07,2.65,7/30/2026 8:30:00 AM,71.6
Investment Master,ADMA,Healthcare,9.1,20.47,60.18,13.42,0.32,4.14,,2108350000,17.75,95.05,-0.27,71.73,61.24,32.43,0.52,0.73,2.83,91.94,1.75,21.28,9.45,5/6/2026 4:30:00 PM,71.0
Investment Master,TSM,Technology,432.5,479.01,49.37,35.95,0.62,16.88,0.42,2243152600000,478.59,10.66,40.49,64.6,60.72,46.96,0.19,1.38,0.09,15.16,1.23,24.58,0.47,4/15/2026 4:30:00 PM,71.0
Investment Master,BSX,Healthcare,46.18,109.51,46.26,19.36,1.19,3.33,0.29,68639880000,73.77,59.74,11.58,98.72,65.44,17.29,0.43,0.57,0.5,93.71,1.42,29.75,2.01,7/29/2026 8:30:00 AM,70.8
Investment Master,UUUU,Energy,12.7,27.89,30.75,,,37.41,0.33,3174560000,26.53,108.9,112.08,64.53,24.76,-82.7,0.94,1.52,1.59,67.85,1.22,37.77,15.36,5/6/2026 4:30:00 PM,70.8
Investment Master,FIX,Industrials,1646.0,2074.09,39.02,47.51,0.95,5.72,0.1,57943200000,2115.29,28.51,56.47,120.98,24.51,12.07,0.13,1.68,1.22,96.23,1.45,0.79,2.26,4/23/2026 4:30:00 PM,70.6
Investment Master,ESTC,Technology,58.38,96.07,51.2,16.69,0.65,3.49,0.22,6068700000,75.67,29.62,16.03,2754.97,76.07,21.14,0.46,1.0,13.9,87.22,1.94,6.29,7.03,5/28/2026 4:30:00 PM,70.3
Investment Master,NFLX,Communication Services,77.19,129.49,46.82,24.94,0.91,6.87,0.36,325031540000,115.39,49.49,19.31,85.79,49.44,28.29,0.54,1.52,0.64,83.37,1.65,101.03,2.41,7/16/2026 4:30:00 PM,70.2
Investment Master,AVAV,Industrials,164.4,417.9,48.16,,1.73,4.21,0.03,8319959999,241.47,46.88,133.27,112.23,18.93,-13.41,0.19,1.4,25.05,62.65,1.26,4.8,12.65,6/29/2026 4:30:00 PM,70.2
Investment Master,DELL,Technology,405.26,469.49,54.72,32.2,0.51,1.96,0.02,262719140000,501.24,23.68,87.49,281.26,19.09,6.27,,1.31,53.52,40.39,1.73,15.81,5.25,5/28/2026 4:30:00 PM,70.0
Investment Master,HAPN,Financial,19.72,21.67,59.69,13.2,0.2,1.45,0.05,2274720000,23.75,20.44,29.5,337.61,74.25,11.21,0.04,1.91,3.26,89.77,1.0,6.27,5.62,4/27/2026 4:30:00 PM,69.9
Investment Master,AR,Energy,35.31,45.76,50.46,11.44,0.18,1.9,0.06,10938760000,50.1,41.89,34.1,160.16,25.84,16.69,0.59,0.34,4.58,89.2,1.6,12.38,4.19,4/29/2026 4:30:00 PM,69.6
Investment Master,AVPT,Technology,12.44,19.94,73.43,61.37,1.12,5.95,0.23,2638560000,16.1,29.42,25.98,340.52,73.59,10.51,0.05,1.17,33.48,54.05,1.6,12.38,8.78,5/7/2026 4:30:00 PM,69.6
Investment Master,PNFP,Financial,100.5,120.46,59.62,13.92,0.5,3.61,0.03,15185480000,117.14,16.56,136.95,-49.79,,14.87,0.41,1.04,1.46,84.85,1.57,5.02,3.37,7/22/2026 4:30:00 PM,69.6
Investment Master,CNX,Energy,33.43,43.62,45.52,4.65,0.37,2.04,0.07,4729590000,39.25,17.41,28.26,262.79,50.03,50.93,0.55,0.6,4.03,98.11,3.33,15.83,11.66,4/30/2026 8:30:00 AM,69.5
Investment Master,MSFT,Technology,394.4,555.41,51.71,23.49,1.09,9.21,0.5,2929774550000,557.81,41.43,18.3,23.32,68.31,39.34,0.3,1.13,1.53,75.99,1.23,95.19,1.3,4/29/2026 4:30:00 PM,69.5
Investment Master,CIEN,Technology,410.05,637.52,36.54,136.49,0.56,10.42,0.26,58043650000,580.18,41.49,39.51,2309.37,40.49,7.87,0.55,1.28,1.02,97.64,1.88,4.76,3.4,6/4/2026 8:30:00 AM,69.1
Investment Master,SMCI,Technology,25.59,62.35,37.25,13.5,0.38,0.49,0.0,16553480000,35.87,40.17,122.68,314.07,8.39,3.7,1.21,1.94,13.87,62.95,3.0,96.23,17.27,5/5/2026 4:30:00 PM,69.1
Investment Master,GMED,Healthcare,79.85,101.4,47.96,18.6,1.23,3.49,0.13,10832950000,108.64,36.06,27.04,66.6,64.08,18.92,0.02,0.95,17.15,82.27,1.67,5.47,4.87,5/7/2026 4:30:00 PM,69.0
Investment Master,SSRM,Basic Materials,29.77,36.51,51.4,28.68,0.18,3.26,0.04,6177010000,43.08,44.71,83.75,-290.68,43.52,12.17,0.02,-0.11,1.31,71.49,1.0,5.42,2.65,5/5/2026 4:30:00 PM,69.0
Investment Master,HPE,Technology,43.17,64.25,47.49,40.6,0.35,1.47,0.04,57165860000,68.59,58.88,40.64,153.39,31.38,3.7,0.84,1.45,0.38,93.68,2.0,76.15,5.77,6/1/2026 4:30:00 PM,68.6
Investment Master,RRC,Energy,37.93,48.31,48.9,10.02,0.51,2.78,0.11,8937150000,46.77,23.31,25.67,260.69,38.05,28.06,0.21,0.43,1.53,95.82,2.56,21.41,9.23,7/21/2026 4:30:00 PM,67.9
Investment Master,SF,Financial,75.1,89.82,59.63,14.62,0.78,1.76,0.13,11520870000,87.14,16.03,13.39,462.77,86.84,12.91,0.4,1.01,3.5,91.23,2.22,4.07,2.75,4/22/2026 8:30:00 AM,67.9
Investment Master,GOOG,Communication Services,367.46,404.47,55.47,28.03,1.49,10.57,0.47,4473469280000,435.65,18.56,22.34,81.96,60.43,37.86,0.2,1.23,58.18,27.72,1.41,52.72,1.04,4/29/2026 4:30:00 PM,67.6
Investment Master,INTU,Technology,278.63,813.76,44.92,16.87,0.66,3.64,0.35,76215610000,472.86,69.71,10.37,11.01,77.64,21.91,0.33,0.99,2.18,90.35,1.59,12.31,4.6,5/20/2026 4:30:00 PM,67.6
Investment Master,BAM,Financial,46.34,64.1,49.28,29.84,1.34,14.58,0.61,73995250000,56.99,22.98,23.77,6.87,95.07,49.68,0.5,1.26,79.84,21.5,2.11,19.56,6.08,5/8/2026 8:30:00 AM,67.5
Investment Master,GOOGL,Communication Services,369.98,408.59,55.75,28.22,1.5,10.6,0.47,4484959290000,435.83,17.8,22.34,81.96,60.43,37.86,0.2,1.24,52.1,39.45,1.4,89.84,1.55,4/29/2026 4:30:00 PM,67.5
Investment Master,TRMB,Technology,53.13,87.5,51.65,27.87,0.86,3.36,0.28,12385210000,84.08,58.25,11.81,54.12,66.6,12.37,0.25,1.38,0.46,98.33,1.31,10.0,4.31,5/6/2026 8:30:00 AM,67.3
Investment Master,CGNX,Technology,62.97,72.87,45.39,74.52,1.35,10.01,0.41,10480270000,77.05,22.36,24.26,121.73,68.02,13.62,0.05,1.49,0.37,103.22,1.8,6.62,3.99,5/6/2026 4:30:00 PM,66.7
Investment Master,SOFI,Financial,18.08,32.73,55.62,41.01,0.59,4.51,0.13,23191960000,20.75,14.77,35.83,101.0,61.74,11.22,0.18,2.17,1.81,56.26,2.73,195.79,15.54,7/29/2026 8:30:00 AM,66.7
Investment Master,MOD,Consumer Cyclical,219.14,323.26,33.98,97.9,0.41,3.64,0.08,11574050000,351.75,60.51,47.47,47.51,23.19,3.82,0.49,1.69,2.04,106.38,1.0,3.3,6.38,5/26/2026 4:30:00 PM,66.7
Investment Master,VRT,Industrials,289.78,379.94,43.65,72.75,0.84,10.26,0.34,111307060000,378.27,30.54,30.13,135.9,35.0,14.37,0.77,2.04,0.38,85.93,1.61,14.98,3.92,4/22/2026 8:30:00 AM,66.6
Investment Master,BE,Industrials,268.8,351.28,47.04,,0.53,31.22,0.24,76458510000,298.66,11.11,130.37,313.73,31.08,0.25,3.2,3.77,6.31,85.85,2.23,29.78,11.17,4/28/2026 4:30:00 PM,66.6
Investment Master,STX,Technology,796.92,1145.0,40.98,75.64,0.38,16.23,0.37,178692560000,972.18,21.99,44.07,107.51,41.54,21.6,3.82,2.08,0.27,86.03,1.64,8.45,3.78,4/28/2026 4:30:00 PM,66.6
Investment Master,FSLR,Technology,227.75,320.96,39.43,14.71,0.34,4.52,0.19,24472500000,256.45,12.6,23.64,65.1,41.73,30.73,0.06,1.74,5.47,93.47,1.97,8.54,8.41,4/30/2026 4:30:00 PM,66.4
Investment Master,DXCM,Healthcare,73.44,89.98,57.52,31.41,1.14,5.88,0.39,28338510000,85.5,16.42,15.05,92.21,62.64,19.31,0.47,1.43,1.76,98.71,1.39,17.02,4.49,4/30/2026 4:30:00 PM,66.2
Investment Master,ORCL,Technology,138.77,345.71,28.09,23.82,0.48,5.93,0.29,399729560000,254.84,83.64,20.63,21.36,63.34,25.21,3.94,1.71,40.54,44.43,1.51,37.68,2.2,6/10/2026 4:30:00 PM,66.1
Investment Master,AUB,Financial,41.99,43.62,63.38,17.86,0.75,2.69,0.05,6009430000,45.62,8.64,57.17,61.05,,14.97,0.28,0.78,1.0,86.09,1.67,8.26,5.83,7/21/2026 8:30:00 AM,66.0
Investment Master,ANET,Technology,163.81,179.79,50.69,56.09,1.68,21.24,0.6,206274130000,190.3,16.17,35.13,26.22,63.54,38.32,0.0,1.6,17.05,72.99,1.12,20.2,1.93,5/5/2026 4:30:00 PM,65.6
Investment Master,HYLN,Industrials,4.05,8.49,37.54,,,124.02,0.26,721810000,7.0,72.84,479.14,33.23,-112.67,-888.12,0.02,3.51,30.73,24.99,1.67,10.63,8.6,5/12/2026 4:30:00 PM,65.6
Investment Master,CEG,Utilities,241.6,412.71,37.23,20.98,0.79,3.04,0.13,86759050000,359.8,48.92,23.45,1095.18,13.18,13.3,0.67,1.12,6.48,75.25,1.44,11.38,3.39,5/11/2026 8:30:00 AM,65.5
Investment Master,AMD,Technology,512.0,584.74,50.55,168.04,0.61,22.29,0.59,834867500000,515.49,0.68,37.85,92.25,47.09,13.37,0.06,2.47,0.48,69.48,1.53,46.76,2.88,5/5/2026 4:30:00 PM,65.2
Investment Master,AAON,Industrials,106.0,150.46,32.47,74.56,0.6,5.37,0.1,8682510000,149.75,41.27,54.3,36.23,24.54,7.3,0.49,1.42,16.68,88.28,1.57,3.92,5.75,5/7/2026 8:30:00 AM,65.0
Investment Master,KEYS,Technology,309.45,374.95,39.05,50.99,1.18,8.69,0.28,52884030000,394.17,27.38,31.47,35.79,63.9,17.25,0.44,1.21,0.79,92.41,1.88,2.95,1.74,5/19/2026 4:30:00 PM,64.9
Investment Master,PATH,Technology,11.78,19.84,62.64,19.44,0.97,3.65,0.21,6103570000,13.4,13.75,17.32,203.89,82.71,19.58,0.04,0.98,24.43,61.16,2.73,126.25,32.24,5/28/2026 4:30:00 PM,64.5
Investment Master,INCY,Healthcare,116.89,118.69,68.94,16.53,1.12,4.36,0.21,23352530000,113.38,-3.0,20.87,83.74,91.22,26.71,0.01,0.77,0.93,105.82,2.31,10.56,5.34,4/28/2026 8:30:00 AM,64.4
Investment Master,LRCX,Technology,317.13,438.51,42.45,59.86,1.15,18.29,0.77,396593610000,365.04,15.11,23.76,40.55,49.98,30.94,0.35,1.82,0.33,85.73,1.53,29.88,2.4,4/22/2026 4:30:00 PM,64.4
Investment Master,COHR,Technology,309.34,440.03,37.62,147.68,0.7,9.17,0.45,60519060000,391.0,26.4,20.55,990.95,37.93,6.07,0.32,2.05,4.45,89.41,1.65,8.94,4.79,5/6/2026 4:30:00 PM,64.3
Investment Master,MGNI,Communication Services,20.67,26.64,73.61,19.97,1.27,4.1,0.74,2960970000,22.54,9.05,5.52,143.89,63.18,21.96,0.47,2.25,2.55,92.86,1.24,13.42,9.62,5/6/2026 4:30:00 PM,64.1
Investment Master,AJG,Financial,255.74,318.36,77.25,41.27,1.06,4.39,0.16,65698860000,270.58,5.8,27.65,16.52,90.82,10.76,0.56,0.51,1.92,93.63,1.59,6.87,2.73,4/30/2026 4:30:00 PM,63.9
Investment Master,WAY,Healthcare,24.03,41.47,71.93,35.9,0.87,3.98,0.18,4609270000,33.7,40.24,22.4,36.91,55.87,10.9,0.38,0.02,28.74,81.91,1.16,12.65,9.25,4/29/2026 4:30:00 PM,63.9
Investment Master,BEAM,Healthcare,35.75,37.3,61.86,,,22.43,0.07,3677930000,50.07,40.06,324.87,26.46,86.36,-39.66,0.22,2.21,8.89,96.61,1.31,28.31,30.2,5/7/2026 8:30:00 AM,63.9
Investment Master,ADBE,Technology,222.85,386.62,52.85,12.75,0.56,3.52,0.28,88582960000,255.64,14.71,12.69,8.04,88.82,28.69,0.61,1.42,0.2,86.0,2.59,20.89,5.27,6/11/2026 4:30:00 PM,63.8
Investment Master,MDB,Technology,362.46,444.74,59.04,,2.21,11.2,0.44,29153000000,399.82,10.31,25.25,111.72,71.67,-1.12,0.02,1.55,3.98,90.93,1.6,3.83,4.96,5/28/2026 4:30:00 PM,63.4
Investment Master,TSEM,Technology,205.07,319.92,36.64,95.25,0.65,14.13,0.91,22918490000,313.83,53.04,15.48,60.32,24.77,15.13,0.05,0.89,6.46,73.57,1.5,2.64,2.52,5/13/2026 8:30:00 AM,63.4
Investment Master,MLI,Industrials,54.54,70.95,23.48,14.29,1.23,2.76,0.14,12061050000,74.75,37.06,19.28,54.77,27.57,19.37,0.01,1.13,2.07,92.85,2.0,3.72,1.72,4/21/2026 8:30:00 AM,63.2
Investment Master,AMZN,Consumer Cyclical,244.98,278.58,50.81,29.28,1.1,3.55,0.21,2635222930000,317.32,29.53,16.61,75.33,50.6,12.22,0.51,1.47,8.95,67.72,1.22,98.95,1.01,4/29/2026 4:30:00 PM,63.1
Investment Master,CENX,Basic Materials,44.99,70.43,35.95,13.45,0.04,1.75,0.73,4452860000,71.5,58.92,2.41,1037.28,12.67,13.72,0.47,1.96,31.01,73.1,1.0,8.25,12.09,5/7/2026 4:30:00 PM,62.9
Investment Master,FCX,Basic Materials,58.65,72.27,37.4,31.2,0.39,3.27,0.27,84312890000,72.42,23.48,11.97,152.63,25.84,10.52,0.53,1.37,0.53,88.81,1.65,30.99,2.17,4/23/2026 8:30:00 AM,62.9
Investment Master,RDN,Financial,38.72,38.84,73.75,9.52,0.98,3.71,0.08,5148800000,43.67,12.78,46.59,-8.43,,40.5,0.27,0.72,1.91,94.56,1.62,5.5,4.22,5/6/2026 4:30:00 PM,62.9
Investment Master,SCHW,Financial,101.73,107.5,72.37,20.17,0.64,6.25,0.64,176922260000,115.95,13.98,9.77,38.8,84.12,31.84,0.67,0.77,5.84,84.33,1.52,22.63,1.38,7/21/2026 8:30:00 AM,62.8
Investment Master,NOW,Technology,110.93,210.21,59.15,65.99,1.05,8.2,0.37,114402990000,140.38,26.55,22.09,2.64,76.56,12.59,0.21,0.95,0.91,87.54,1.32,59.49,5.82,7/22/2026 4:30:00 PM,62.7
Investment Master,MTSI,Technology,303.01,418.93,35.39,131.38,1.36,21.53,0.96,23118380000,403.0,33.0,22.5,42.88,54.09,16.46,0.29,1.67,9.6,98.19,1.62,2.92,4.24,5/7/2026 8:30:00 AM,62.6
Investment Master,COCO,Consumer Defensive,68.47,85.83,38.79,49.6,1.48,5.94,0.16,3910500000,75.11,9.7,37.31,60.07,37.2,12.59,0.04,0.77,13.78,88.79,1.55,4.53,9.2,4/29/2026 8:30:00 AM,62.4
Investment Master,GLW,Technology,180.62,271.77,44.32,86.69,1.35,9.52,0.47,155448400000,216.23,19.72,20.05,134.97,35.64,11.09,0.84,1.1,8.43,74.0,1.8,23.76,3.02,4/28/2026 8:30:00 AM,62.2
Investment Master,ABCL,Healthcare,7.68,8.41,65.7,,,29.63,0.31,2346810000,10.5,36.72,96.34,7.05,61.02,-181.75,0.15,1.18,23.04,41.56,1.0,44.91,19.11,5/11/2026 4:30:00 PM,62.1
Investment Master,RMBS,Technology,104.0,174.09,35.78,49.43,1.11,15.59,1.92,11246240000,144.57,39.01,8.12,-1.71,74.39,31.89,0.02,1.85,0.79,105.54,1.91,7.68,7.16,4/27/2026 4:30:00 PM,61.1
Investment Master,AMAT,Technology,532.59,739.71,45.77,50.04,1.04,14.57,1.28,422854860000,602.62,13.15,11.41,33.44,48.96,29.31,0.3,1.58,0.51,83.13,1.47,21.91,2.77,5/14/2026 4:30:00 PM,60.9
Investment Master,PLAB,Technology,27.63,56.0,35.35,10.12,4.72,1.89,,1629110000,42.33,53.2,-0.5,268.2,33.77,18.47,0.0,1.38,4.06,95.79,1.0,3.83,6.77,5/28/2026 8:30:00 AM,60.8
Investment Master,TLN,Utilities,369.22,451.26,45.6,,,3.6,0.17,16760640000,478.87,29.7,21.64,145.11,63.43,-0.45,6.34,1.63,7.12,103.86,1.44,2.37,5.62,5/5/2026 4:30:00 PM,60.6
Investment Master,EOG,Energy,132.36,151.88,47.43,13.02,0.63,2.99,0.19,70496850000,158.89,20.04,15.63,39.89,40.88,23.34,0.27,0.27,0.23,97.52,2.14,18.46,3.47,5/5/2026 4:30:00 PM,60.3
Investment Master,GEV,Industrials,1051.19,1195.89,49.84,30.63,1.74,7.18,0.45,282475530000,1228.03,16.82,15.98,1816.17,20.16,23.83,0.21,0.96,0.15,79.73,1.69,10.54,3.93,7/22/2026 8:30:00 AM,60.3
Investment Master,RMD,Healthcare,217.94,293.8,67.76,21.01,1.48,5.71,0.53,31613600000,275.18,26.26,10.81,10.35,60.74,27.44,0.13,0.76,0.93,76.02,1.93,12.92,8.99,4/30/2026 4:30:00 PM,60.2
Investment Master,DLR,Real Estate,173.57,208.14,33.11,45.91,,9.67,0.6,62080010000,220.03,26.77,16.16,67.62,25.66,20.83,0.82,1.05,0.03,98.87,1.61,8.08,2.26,7/23/2026 4:30:00 PM,60.1
Investment Master,CART,Consumer Cyclical,47.7,53.5,63.31,26.76,0.51,2.9,0.21,11210920000,50.81,6.52,13.6,51.33,72.52,12.37,0.01,0.75,21.69,71.3,2.14,18.98,10.31,5/6/2026 8:30:00 AM,60.0
Investment Master,NVT,Industrials,147.87,184.65,39.05,49.73,0.92,5.53,0.1,23912790000,195.91,32.49,53.47,-60.21,37.01,11.26,0.45,1.36,0.99,93.77,1.5,5.46,3.41,5/1/2026 8:30:00 AM,59.8
Investment Master,DDOG,Technology,259.89,278.7,66.33,693.61,4.61,25.19,0.78,92512270000,245.82,-5.41,32.15,115.46,79.86,3.69,0.32,1.54,9.06,82.58,1.42,14.61,4.51,5/7/2026 8:30:00 AM,59.3
Investment Master,EXEL,Healthcare,56.93,56.21,69.38,18.87,1.05,6.02,0.6,14309650000,50.38,-11.51,9.97,42.14,96.44,35.08,0.09,0.43,3.19,105.02,2.3,30.64,12.59,5/5/2026 4:30:00 PM,58.6
Investment Master,EXLS,Technology,28.0,47.1,52.73,17.87,0.73,1.98,0.14,4278689999,41.75,49.11,13.84,5.69,35.7,11.66,0.67,0.83,3.35,101.75,1.27,13.11,8.88,4/28/2026 4:30:00 PM,58.6
Investment Master,MRVL,Technology,226.21,329.9,42.69,77.3,0.78,22.7,0.82,197888510000,262.17,15.9,27.57,-81.0,50.64,28.99,0.3,2.21,0.77,78.24,1.43,39.31,4.53,5/27/2026 4:30:00 PM,58.5
Investment Master,ONB,Financial,26.57,26.55,70.73,13.76,0.67,2.56,0.07,10264000000,28.1,5.76,37.97,35.08,,18.5,0.95,0.84,11.45,97.81,1.7,21.83,6.38,4/22/2026 8:30:00 AM,58.5
Investment Master,TXN,Technology,286.83,334.03,45.58,49.07,1.41,14.16,0.76,261037390000,301.43,5.09,18.58,31.23,57.32,28.94,0.84,1.31,0.26,90.68,2.28,20.98,2.31,7/22/2026 4:30:00 PM,58.5
Investment Master,APLD,Technology,30.87,50.72,30.12,,,24.82,0.18,8821710000,73.0,136.48,139.29,-120.39,27.07,-54.12,1.72,5.74,9.5,70.16,1.0,74.36,28.75,4/8/2026 4:30:00 PM,58.5
Investment Master,S,Technology,17.9,21.4,65.32,,0.68,5.85,0.28,6134960000,19.34,8.04,20.8,64.4,73.0,-30.38,0.0,0.81,6.94,78.27,1.89,22.08,6.92,5/28/2026 4:30:00 PM,58.4
Investment Master,GWRE,Technology,138.26,272.59,59.61,74.49,1.33,8.1,0.3,11511230000,201.91,46.04,26.93,-63.85,63.97,11.25,0.53,0.94,0.66,106.49,1.44,5.38,6.5,6/4/2026 4:30:00 PM,58.3
Investment Master,PAYC,Technology,143.62,248.95,63.5,16.6,0.94,3.27,0.42,6840830000,151.6,5.56,7.8,22.84,74.06,22.44,0.94,0.78,14.34,97.46,2.45,3.99,9.79,5/6/2026 4:30:00 PM,58.3
