Tab,Ticker,Sector,Current Price,52-Week High,RSI,P/E Ratio,PEG,P/S Ratio,PSG,Market Cap,Target Price,Upside %,Revenue Growth %,EPS Growth %,Gross Margin %,Net Profit Margin %,Debt/Equity,Beta,Insider Ownership %,Institutional Ownership %,Analyst Recom,Short Interest,Short Float %,Investment Score
Investment Master,AZN,Healthcare,177.08,212.71,42.7,26.61,1.22,4.54,0.36,274626289999,223.3,26.1,12.51,5.63,74.32,17.19,0.72,0.3,4.84,62.16,1.55,1.72,0.11,60.7
Investment Master,VIV,Communication Services,12.9,16.66,40.51,17.67,0.42,1.85,0.09,20619610000,15.71,21.78,19.5,34.71,40.66,10.5,0.29,0.57,0.03,4.16,2.79,5.32,0.33,60.5
Investment Master,MOD,Consumer Cyclical,290.18,323.25,55.33,129.64,0.54,4.82,0.1,15327310000,351.75,21.22,47.47,47.51,23.19,3.82,0.49,1.65,2.15,106.36,1.0,2.96,5.72,60.5
Investment Master,EOG,Energy,132.07,151.86,43.38,12.99,0.66,2.99,0.19,70347110000,160.93,21.85,15.63,39.89,40.88,23.34,0.27,0.25,0.23,97.38,2.14,19.61,3.69,60.4
Investment Master,ONB,Financial,25.06,26.17,60.33,12.98,0.61,2.41,0.06,9682160000,27.9,11.33,37.97,35.08,,18.5,0.95,0.84,11.45,97.77,1.7,23.31,6.82,60.4
Investment Master,SNY,Healthcare,41.58,52.68,36.79,17.42,1.08,2.02,0.07,99969550000,53.92,29.68,28.69,-29.64,65.9,11.81,0.28,0.32,0.0,8.78,2.29,6.73,0.28,60.3
Investment Master,PAYC,Technology,123.29,248.97,37.0,14.25,0.8,2.81,0.36,5872300000,151.93,23.23,7.8,22.84,74.06,22.44,0.94,0.8,14.13,97.34,2.45,3.97,9.75,60.2
Investment Master,ZTO,Industrials,22.32,26.2,40.98,13.95,0.67,1.72,0.06,12506840000,29.39,31.68,28.16,16.4,24.89,17.87,0.35,-0.22,0.0,10.54,1.62,13.66,2.44,60.1
Investment Master,EXLS,Technology,25.39,47.12,27.5,16.2,0.66,1.8,0.13,3878320000,41.75,64.43,13.84,5.69,35.7,11.66,0.67,0.84,3.35,102.03,1.27,14.22,9.63,60.0
Investment Master,FRSH,Technology,8.76,15.47,41.98,13.8,0.88,2.89,0.18,2518140000,11.75,34.13,16.49,-295.35,83.93,20.69,0.04,0.9,29.01,60.43,2.12,22.67,11.11,59.9
Investment Master,PEGA,Technology,28.91,68.1,25.88,15.56,0.52,2.84,,4831440000,58.5,102.35,-9.6,-59.5,74.84,20.04,0.1,0.87,45.94,56.17,1.27,12.58,13.93,59.8
Investment Master,PBR,Energy,16.93,22.23,29.94,5.51,0.84,0.69,0.06,63017000000,21.89,29.3,11.75,3.21,43.68,21.61,0.83,0.42,0.02,20.49,1.65,46.8,1.26,59.7
Investment Master,CARG,Consumer Cyclical,30.32,39.43,54.02,19.88,0.88,2.86,0.35,2734110000,37.71,24.37,8.17,-8.8,88.61,15.57,0.79,1.21,19.68,92.19,1.81,7.55,10.43,59.3
Investment Master,CB,Financial,326.9,345.67,53.47,11.55,1.27,2.08,0.21,126793370000,348.22,6.52,9.77,78.75,,18.49,0.31,0.42,0.36,93.72,2.28,3.63,0.94,59.2
Investment Master,STX,Technology,1071.94,1144.99,74.17,101.75,0.53,21.83,0.5,240360000000,908.48,-15.25,44.07,107.51,41.54,21.6,3.82,2.05,0.27,85.98,1.67,9.05,4.05,59.0
Investment Master,BNL,Real Estate,20.74,21.51,55.35,31.95,1.23,8.49,1.03,3976350000,22.1,6.56,8.25,175.03,59.48,25.85,0.93,0.97,1.14,93.55,1.8,9.36,4.96,58.8
Investment Master,CRWD,Technology,685.1,785.67,58.21,,3.76,34.23,1.34,174399720000,720.93,5.23,25.57,124.28,74.89,-0.89,0.18,1.26,3.52,72.29,1.59,7.51,3.06,58.8
Investment Master,WAL,Financial,79.15,97.24,48.15,9.22,0.43,1.55,0.1,8642390000,88.81,12.2,15.42,-7.92,,16.85,0.9,1.34,6.39,84.9,1.56,3.87,3.79,58.6
Investment Master,TTD,Communication Services,17.84,91.44,34.68,20.1,0.91,2.82,0.24,8386200000,25.88,45.07,11.82,-16.77,77.83,14.57,0.17,1.04,11.15,81.74,2.47,76.43,18.31,58.5
Investment Master,AAON,Industrials,136.76,150.47,57.03,96.2,0.78,6.93,0.13,11201720000,149.75,9.5,54.3,36.23,24.54,7.3,0.49,1.4,16.68,88.28,1.67,4.7,6.89,58.5
Investment Master,ASML,Technology,1899.9,1942.84,63.04,63.35,1.45,18.74,0.72,732259470000,1934.55,1.82,25.88,32.42,52.6,29.71,0.13,1.79,0.04,18.66,1.6,1.03,0.27,58.4
Investment Master,FTI,Energy,66.84,77.78,42.56,25.57,0.98,2.62,0.25,26649110000,76.19,13.99,10.46,92.99,22.49,10.65,0.39,0.7,1.0,99.71,1.92,10.39,2.63,58.4
Investment Master,NTNX,Technology,45.63,82.41,41.64,47.81,1.66,4.49,0.45,12335650000,58.21,27.57,10.03,19.25,87.08,10.03,,0.62,2.5,89.11,2.1,19.05,7.23,58.4
Investment Master,RJF,Financial,157.34,177.66,60.09,14.88,0.88,1.86,0.17,30661450000,173.25,10.11,10.82,15.42,87.69,12.96,0.47,0.93,10.56,80.49,2.38,10.37,5.95,58.3
Investment Master,BE,Industrials,339.89,329.51,66.86,,0.68,39.48,0.3,96678320000,279.85,-17.66,130.37,313.73,31.08,0.25,3.2,3.72,6.31,85.96,2.29,28.56,10.72,58.2
Investment Master,HAYW,Industrials,14.85,17.73,57.33,20.56,1.32,2.81,0.24,3222290000,17.25,16.16,11.53,62.54,45.02,13.98,0.63,1.1,2.76,100.56,2.4,10.66,5.05,58.0
Investment Master,TRI,Industrials,77.11,218.38,36.99,22.32,1.17,4.39,0.45,33663780000,123.49,60.15,9.84,7.25,26.74,19.87,0.23,0.79,71.95,22.79,1.57,16.23,13.25,57.8
Investment Master,CTSH,Technology,41.69,87.04,22.93,9.05,0.73,0.92,0.16,19753270000,71.27,70.95,5.83,3.61,30.87,10.41,0.07,0.84,0.49,105.11,2.03,60.21,12.77,57.7
Investment Master,KEYS,Technology,371.7,370.18,63.69,61.24,1.41,10.43,0.33,63523530000,394.17,6.05,31.47,35.79,63.9,17.25,0.44,1.21,0.79,92.42,1.94,2.11,1.24,57.7
Investment Master,DOX,Technology,50.33,95.41,20.2,10.11,0.67,1.17,0.3,5414000000,84.67,68.23,3.92,-11.62,36.12,11.57,0.32,0.42,1.22,98.75,2.0,7.11,6.69,57.4
Investment Master,HBAN,Financial,17.13,19.46,58.83,13.11,0.6,2.64,0.1,34715820000,19.81,15.65,26.86,-24.84,,15.76,0.72,0.96,0.92,88.62,1.48,63.92,3.18,57.4
Investment Master,ABNB,Consumer Cyclical,138.7,147.26,55.16,34.16,1.08,6.48,0.36,82318450000,157.19,13.33,17.87,7.34,72.38,19.8,0.33,1.14,32.65,59.64,2.11,14.73,3.68,57.3
Investment Master,NDAQ,Financial,82.36,101.79,34.82,24.81,1.37,5.64,2.51,46575050000,109.38,32.81,2.25,33.29,57.81,23.15,0.79,0.99,21.33,75.46,1.4,7.21,1.62,57.3
Investment Master,DT,Technology,40.16,57.55,47.58,74.91,1.07,5.8,0.3,11705110000,45.41,13.07,19.44,-54.84,81.56,8.06,0.06,0.74,1.1,101.95,1.77,8.58,2.98,57.3
Investment Master,GEV,Industrials,1126.95,1181.91,67.01,32.83,1.88,7.7,0.48,302833990000,1227.4,8.91,15.98,1816.17,20.16,23.83,0.21,0.98,0.15,79.65,1.69,9.19,3.42,57.3
Investment Master,RYAN,Financial,33.32,69.49,48.49,45.28,1.36,1.36,0.09,4313680000,41.56,24.73,14.57,158.3,,3.43,5.88,0.62,12.65,87.93,2.29,12.99,11.49,57.2
Investment Master,COHR,Technology,413.19,439.99,57.83,197.26,0.96,12.24,0.6,80836490000,388.09,-6.07,20.55,990.95,37.93,6.07,0.32,2.04,4.45,89.25,1.65,7.84,4.2,57.0
Investment Master,G,Technology,27.89,48.65,28.43,8.58,0.53,0.92,0.14,4726790000,42.45,52.21,6.79,16.76,36.24,11.04,0.71,0.61,9.09,99.27,2.33,18.5,12.01,56.9
Investment Master,ACN,Technology,121.14,307.77,19.1,9.67,1.23,1.02,0.18,74375760000,181.83,50.1,5.59,9.01,31.73,10.66,0.26,1.12,0.26,85.07,1.97,25.84,4.22,56.8
Investment Master,VLY,Financial,14.31,14.71,59.77,12.84,0.4,2.25,0.57,7932370000,15.75,10.06,3.92,59.3,,17.79,0.39,1.05,14.31,75.55,1.43,37.49,7.9,56.8
Investment Master,FCX,Basic Materials,69.53,72.28,57.9,36.99,0.49,3.88,0.32,99950240000,71.9,3.41,11.97,152.63,25.84,10.52,0.53,1.35,0.53,88.76,1.65,28.35,1.98,56.7
Investment Master,OKTA,Technology,114.72,142.35,56.32,83.32,2.39,6.66,0.6,19939080000,120.2,4.78,11.19,20.1,77.44,8.24,0.06,0.8,4.97,93.42,1.79,8.05,4.87,56.6
Investment Master,DECK,Consumer Cyclical,105.89,126.5,46.54,15.04,1.2,2.7,0.31,14706000000,127.21,20.13,8.68,-4.02,56.14,18.77,0.15,1.15,1.06,100.1,2.32,4.79,3.49,56.5
Investment Master,SGHC,Consumer Cyclical,13.73,14.26,59.2,28.35,0.38,3.0,0.16,6978480000,18.12,31.97,18.38,46.66,27.04,10.58,0.14,1.08,67.88,20.07,1.0,19.93,12.22,56.5
Investment Master,RMBS,Technology,137.54,174.1,48.31,65.38,1.47,20.62,2.54,14873570000,144.57,5.11,8.12,-1.71,74.39,31.89,0.02,1.83,0.79,105.56,1.91,7.23,6.74,56.4
Investment Master,ZS,Technology,122.75,336.95,39.28,,1.45,6.25,0.25,19849900000,192.67,56.96,25.43,-224.81,76.29,-2.44,0.79,0.98,35.18,54.09,1.48,12.07,11.52,56.3
Investment Master,CPRX,Healthcare,31.39,32.57,71.77,18.04,0.85,6.44,1.14,3842250000,31.67,0.89,5.63,12.37,79.62,37.08,0.0,0.74,8.8,82.89,2.8,8.19,7.34,56.1
Investment Master,LRCX,Technology,397.56,401.01,70.2,75.04,1.46,22.93,0.97,497178090000,347.96,-12.48,23.76,40.55,49.98,30.94,0.35,1.83,0.34,85.63,1.53,32.07,2.57,55.8
Investment Master,SYF,Financial,76.0,88.76,61.34,7.87,0.91,1.35,,25565800000,89.23,17.41,-2.87,19.88,81.03,18.53,1.0,1.31,0.52,108.23,1.92,22.94,6.86,55.6
Investment Master,DLR,Real Estate,195.5,208.13,59.01,51.71,,10.7,0.66,68700619999,219.17,12.11,16.16,67.62,25.66,20.83,0.82,1.05,0.03,100.35,1.61,7.31,2.08,55.5
Investment Master,ALRM,Technology,43.81,59.52,42.32,18.18,2.18,2.09,0.19,2166930000,59.0,34.67,11.04,-10.25,62.66,12.36,0.66,0.78,5.9,97.4,2.5,2.58,5.55,55.1
Investment Master,TLN,Utilities,435.49,451.28,68.46,,,4.24,0.2,19771120000,480.07,10.24,21.64,145.11,63.43,-0.45,6.34,1.55,1.84,103.76,1.33,2.25,5.04,54.8
Investment Master,HYLN,Industrials,7.72,8.49,64.66,,,236.55,0.49,1376710000,7.0,-9.33,479.14,33.23,-112.67,-888.12,0.02,3.4,32.13,24.99,1.67,10.21,8.44,54.5
Investment Master,MGY,Energy,26.81,32.77,40.7,15.55,0.7,3.76,1.61,4957580000,33.33,24.32,2.34,-0.28,46.04,24.06,0.2,0.69,2.07,110.99,1.95,19.69,10.75,54.2
Investment Master,VST,Utilities,167.25,219.83,63.31,27.93,0.18,3.43,,56393360000,230.29,37.69,-10.0,407.29,14.65,12.45,3.56,1.4,0.97,91.0,1.3,15.7,4.7,54.1
Investment Master,CFG,Financial,68.39,68.79,66.29,16.2,0.45,2.38,0.88,28920760000,72.64,6.21,2.69,46.43,,15.09,0.47,1.01,0.95,98.26,1.35,15.73,3.76,54.0
Investment Master,BIRK,Consumer Cyclical,43.79,53.53,51.27,19.7,0.97,3.19,0.16,8053220000,52.61,20.14,19.68,-11.56,53.86,16.26,0.47,1.21,69.7,41.34,1.43,17.27,31.0,53.9
Investment Master,GNTX,Consumer Cyclical,26.08,29.38,68.01,14.7,1.01,2.11,0.12,5553690000,27.43,5.18,17.11,9.51,34.32,14.53,0.0,0.77,0.36,96.23,1.91,13.34,6.29,53.9
Investment Master,XYL,Industrials,111.78,154.26,51.61,27.77,1.88,2.93,1.08,26568540000,152.31,36.26,2.71,14.41,38.48,10.8,0.19,1.03,0.35,96.83,1.85,7.62,3.22,53.9
Investment Master,EWBC,Financial,128.76,135.99,58.08,12.85,1.35,3.81,1.41,17640630000,136.94,6.35,2.7,23.42,,30.06,0.41,0.93,0.79,93.01,1.5,4.2,3.09,53.7
Investment Master,DIS,Communication Services,101.8,124.69,50.38,16.29,1.11,1.82,0.24,176776720000,132.5,30.16,7.45,-29.76,31.63,11.53,0.44,1.38,0.15,78.29,1.32,26.51,1.53,53.3
Investment Master,MWA,Industrials,25.82,31.0,49.31,19.59,2.04,2.76,0.5,4040160000,32.2,24.71,5.52,15.29,37.58,14.17,0.42,1.03,0.9,95.91,2.2,3.48,2.25,53.1
Investment Master,AMAT,Technology,625.34,638.88,76.84,58.76,1.3,17.11,1.5,496498890000,543.72,-13.05,11.41,33.44,48.96,29.31,0.3,1.61,0.46,82.96,1.46,19.95,2.53,52.8
Investment Master,PYPL,Financial,42.34,79.5,43.56,7.94,1.28,1.1,0.12,37348540000,47.21,11.5,8.81,-6.09,41.43,14.87,0.58,1.33,0.11,77.9,2.83,49.54,5.62,52.6
Investment Master,IBN,Financial,28.59,34.57,70.14,16.89,1.05,2.9,7.25,102514750000,35.85,25.39,0.4,2.25,,17.38,0.61,0.44,0.11,17.19,1.13,21.55,0.6,52.5
Investment Master,EME,Industrials,850.88,951.98,52.88,28.47,2.03,2.13,0.11,37813100000,1000.14,17.54,19.67,30.04,19.29,7.54,0.13,1.12,0.74,97.53,1.91,1.03,2.33,52.4
Investment Master,AIG,Financial,76.86,87.29,56.37,13.58,0.81,1.53,,40749290000,88.0,14.49,-1.96,20.82,,11.86,0.23,0.54,0.29,97.89,2.31,9.56,1.81,52.2
Investment Master,APA,Energy,34.11,45.66,39.73,7.95,1.09,1.4,,12056860000,44.24,29.7,-11.72,32.16,41.44,17.8,0.7,0.34,0.49,100.29,2.7,27.74,7.89,52.0
Investment Master,TSEM,Technology,306.82,302.85,64.25,142.51,0.98,21.15,1.37,34289640000,313.83,2.28,15.48,60.32,24.77,15.13,0.05,0.86,6.3,73.6,1.5,2.9,2.78,52.0
Investment Master,APLD,Technology,45.17,50.72,54.17,,,36.32,0.26,12909660000,73.0,61.61,139.29,-120.39,27.07,-54.12,1.72,5.65,9.48,70.05,1.0,77.16,29.87,52.0
Investment Master,CRWV,Technology,108.09,187.01,49.9,,,9.47,0.08,58970660000,138.91,28.51,111.69,-76.43,34.82,-25.58,7.39,6.87,38.03,44.72,1.92,54.6,16.16,51.8
Investment Master,NVT,Industrials,181.52,179.03,65.81,61.04,1.16,6.79,0.13,29355800000,194.67,7.24,53.47,-60.21,37.01,11.26,0.45,1.35,0.99,93.62,1.53,4.82,3.01,51.7
Investment Master,MRVL,Technology,303.94,329.87,62.69,103.86,1.06,30.5,1.11,265886710000,247.55,-18.55,27.57,-81.0,50.64,28.99,0.3,2.19,0.77,78.03,1.43,35.22,4.06,51.2
Investment Master,IRM,Real Estate,132.84,134.09,61.71,145.87,3.74,5.45,0.25,39523330000,131.55,-0.97,21.58,787.08,40.39,3.76,,1.22,0.94,88.13,1.5,7.3,2.48,51.2
Investment Master,DVN,Energy,43.1,52.72,41.6,11.96,0.47,2.95,0.96,49705770000,61.6,42.92,3.06,-74.64,23.26,13.45,0.56,0.41,1.64,47.85,1.38,27.25,2.4,51.1
Investment Master,PWR,Industrials,732.96,788.72,56.4,100.56,2.02,3.65,0.14,109988600000,802.79,9.53,26.33,51.81,13.3,3.67,0.7,1.22,0.94,94.21,1.69,3.89,2.62,51.1
Investment Master,JCI,Industrials,146.79,149.39,56.6,26.25,1.23,3.67,0.45,89556470000,157.1,7.02,8.21,38.05,36.49,14.45,0.7,1.32,0.34,93.97,2.19,9.54,1.57,50.7
Investment Master,CNQ,Energy,41.65,51.34,32.77,12.46,1.06,3.1,0.92,86637840000,52.13,25.16,3.37,-42.28,23.37,25.02,0.45,0.49,2.43,79.83,2.12,51.6,2.54,50.6
Investment Master,SN,Consumer Cyclical,139.32,141.8,68.43,28.09,1.42,2.99,0.19,19717270000,149.46,7.28,15.55,2.94,48.62,10.7,0.31,1.27,41.04,58.88,1.14,8.07,9.67,50.6
Investment Master,FHN,Financial,24.98,26.56,58.24,12.52,0.9,2.37,2.01,11855110000,26.93,7.81,1.18,29.74,,20.05,0.6,0.62,1.33,86.62,2.19,13.62,2.91,50.5
Investment Master,VSNT,Communication Services,38.29,59.0,37.41,6.48,0.58,0.81,,5418040000,43.33,13.16,-1.17,-20.39,40.88,12.72,0.37,,0.49,83.07,2.62,3.04,2.16,49.9
Investment Master,FITB,Financial,53.99,55.44,62.97,18.1,0.73,3.47,0.15,48927150000,57.42,6.35,23.33,-78.19,,14.38,0.59,0.93,0.46,91.4,1.7,44.62,4.95,49.8
Investment Master,UMC,Technology,27.74,24.17,76.29,42.99,1.29,8.95,0.92,69764620000,8.8,-68.28,9.68,116.06,27.65,20.82,0.19,1.52,0.0,7.0,3.8,26.1,1.04,49.8
Investment Master,BUD,Consumer Defensive,80.76,84.46,51.72,23.76,1.29,2.35,0.9,139608370000,94.42,16.91,2.61,-6.83,55.93,11.53,0.84,0.58,0.0,5.36,1.5,6.3,0.36,49.7
Investment Master,PANW,Technology,286.53,302.95,65.52,235.69,5.55,22.02,0.71,233521950000,320.25,11.77,31.15,-159.65,71.94,7.95,0.07,0.94,1.02,80.31,1.57,25.68,3.18,49.7
Investment Master,BANC,Financial,20.33,21.61,64.38,15.66,0.34,1.72,3.07,3134810000,22.68,11.56,0.56,49.77,,11.39,0.99,0.75,3.3,96.77,1.27,9.76,6.55,49.6
Investment Master,COP,Energy,109.67,135.88,38.22,18.65,0.86,2.31,,133603769999,145.38,32.56,-5.2,-20.22,23.54,12.61,0.36,0.1,0.1,87.24,1.73,22.27,1.83,49.6
Investment Master,PFG,Financial,111.89,112.07,71.03,16.0,1.07,1.56,,24168280000,101.5,-9.29,-4.51,816.94,,10.1,0.33,0.88,0.77,81.04,2.93,9.85,4.6,49.6
Investment Master,ASB,Financial,29.51,29.96,62.7,10.26,1.02,1.98,0.67,4896810000,31.3,6.07,2.96,18.38,,19.35,0.89,0.78,14.67,89.68,2.2,7.96,5.62,49.5
Investment Master,MTDR,Energy,50.58,66.83,38.04,13.03,0.4,1.75,,6281650000,73.4,45.12,-6.42,-115.17,38.9,13.45,0.62,0.74,7.27,94.93,1.43,11.83,10.28,49.5
Investment Master,KEY,Financial,22.95,23.34,65.71,14.06,0.61,2.23,,24882860000,24.08,4.92,-1.18,33.12,,16.19,0.85,1.03,0.39,88.23,1.95,33.23,3.08,49.4
Investment Master,MSI,Technology,398.76,492.24,41.2,32.15,2.28,5.58,0.76,66194160000,509.2,27.7,7.36,-13.97,49.07,17.61,3.77,0.89,0.41,90.01,1.47,3.77,2.28,49.3
Investment Master,LAUR,Consumer Defensive,37.38,38.28,66.01,19.72,0.82,3.01,0.2,5232450000,40.25,7.68,15.43,-14.91,26.92,16.08,0.69,0.4,7.51,94.73,1.33,5.33,4.12,49.2
Investment Master,FBP,Financial,25.73,25.86,66.76,11.46,1.5,3.16,2.18,3979140000,26.0,1.05,1.45,20.85,,28.28,0.15,0.82,2.48,98.63,1.67,7.66,5.08,48.8
Investment Master,MTB,Financial,228.3,239.01,60.85,12.78,1.02,2.53,1.65,33432250000,233.33,2.2,1.53,24.62,,20.98,0.68,0.58,0.36,93.79,2.55,5.97,4.09,48.8
Investment Master,MC,Financial,67.03,78.22,49.92,24.06,1.29,3.26,0.76,4984650000,71.0,5.92,4.3,-24.43,,14.46,0.55,1.84,1.04,108.73,2.64,4.76,6.48,48.2
Investment Master,RF,Financial,28.95,31.53,57.9,12.01,0.95,2.58,4.53,24709620000,30.5,5.35,0.57,21.53,,22.3,0.34,1.02,0.3,85.87,2.58,53.8,6.33,47.7
Investment Master,FNB,Financial,18.44,19.13,60.57,11.37,0.83,2.43,3.16,6564650000,20.44,10.85,0.77,18.03,,21.7,0.65,0.87,1.62,88.58,1.33,29.45,8.41,47.5
Investment Master,PR,Energy,18.95,22.68,43.42,22.05,0.49,3.12,3.67,15865140000,25.47,34.41,0.85,-88.07,31.86,12.82,0.33,0.46,10.83,84.72,1.2,21.19,2.84,47.1
Investment Master,WBS,Financial,76.03,76.11,70.62,12.45,0.94,2.77,1.29,12318640000,74.29,-2.29,2.14,15.16,,22.37,0.59,1.0,0.75,91.18,2.85,11.02,6.86,46.7
Investment Master,KLAC,Technology,267.52,265.42,72.14,75.63,2.33,26.69,2.32,349456010000,208.69,-21.99,11.52,11.65,59.91,35.68,1.05,1.44,0.13,91.58,2.0,35.04,2.69,46.7
Investment Master,ETN,Industrials,433.37,435.42,62.29,42.37,1.95,5.9,0.35,168277570000,463.71,7.0,16.84,-9.15,36.89,13.99,1.11,1.18,0.2,87.67,1.7,9.77,2.52,46.6
Investment Master,ONTO,Technology,341.48,348.77,67.3,158.52,1.01,16.48,1.73,16984970000,360.55,5.58,9.51,-47.97,49.26,10.33,0.0,1.57,0.63,99.22,1.08,1.95,3.96,45.5
Investment Master,FULT,Financial,23.17,23.66,63.14,11.05,1.36,2.35,,4427530000,23.62,1.94,-1.38,3.32,,20.31,0.36,0.81,1.15,78.12,2.62,8.9,4.71,45.4
Investment Master,EQIX,Real Estate,1114.96,1128.73,64.25,77.11,3.98,11.65,1.18,109957350000,1204.61,8.04,9.84,19.96,27.71,15.07,1.63,0.96,0.32,99.98,1.48,1.94,1.98,43.2
Investment Master,POWL,Industrials,303.84,328.01,57.48,59.38,2.72,9.78,1.52,11068890000,289.17,-4.83,6.45,-1.12,30.05,16.51,0.0,1.13,21.67,80.48,1.86,2.82,9.88,43.2
Investment Master,BMI,Technology,134.88,251.55,61.33,30.5,4.25,4.39,,3937150000,147.0,8.99,-8.97,-28.33,41.37,14.56,0.0,0.66,0.69,107.98,2.13,4.09,14.12,42.4
Investment Master,CARR,Industrials,72.09,81.09,63.02,47.36,1.89,2.74,1.16,59876430000,76.4,5.98,2.36,-39.54,25.18,5.98,0.93,1.31,4.74,89.69,2.03,16.91,2.14,40.9
Investment Master,FLNC,Utilities,25.18,33.5,57.56,,,1.29,0.17,3344820000,18.65,-25.93,7.71,33.88,11.1,-1.62,1.09,2.71,24.52,72.36,2.86,24.02,23.96,40.4
Investment Master,MGM,Consumer Cyclical,46.5,51.59,58.61,64.14,,0.67,0.16,11897020000,47.06,1.2,4.15,-5.9,38.26,1.06,13.02,1.3,27.43,68.29,2.38,26.45,14.25,38.8
Investment Master,RDY,Healthcare,13.93,15.71,62.91,23.72,1.49,3.05,,11598810000,14.09,1.15,-16.39,-86.94,51.14,12.87,0.21,0.27,0.0,14.77,2.66,22.39,,38.0
Investment Master,DOW,Basic Materials,31.16,42.74,29.23,,,0.57,,22455660000,42.47,36.3,-6.11,-69.17,5.98,-7.27,1.29,0.41,0.28,74.27,2.22,26.29,3.66,36.7
Investment Master,GFS,Technology,90.11,92.55,64.79,64.73,1.57,7.22,2.34,49415390000,80.7,-10.44,3.09,-51.3,26.11,11.37,0.15,1.75,76.16,25.51,2.12,7.75,5.92,36.6
Investment Master,ACLS,Technology,183.26,193.78,60.69,57.09,42.96,6.66,2.01,5631550000,161.0,-12.15,3.32,-66.35,43.07,11.93,0.07,1.88,1.43,111.62,2.67,2.55,8.41,36.1
Investment Master,HON,Industrials,229.67,248.18,56.79,32.56,2.29,3.67,,145530390000,247.17,7.62,-6.9,-42.16,38.06,11.37,2.78,0.85,0.1,79.6,2.07,13.82,2.18,35.2
Investment Master,INTC,Technology,139.9,135.48,66.84,,1.17,13.08,1.82,703137910000,100.98,-27.82,7.18,-288.04,35.9,-5.9,0.4,2.2,15.51,61.89,2.53,134.96,3.18,34.0
Investment Master,SMR,Industrials,11.55,57.43,52.29,,,214.1,,3997330000,15.64,35.41,-95.78,-25.52,19.69,-2066.55,0.0,2.23,3.08,48.8,2.4,60.8,18.13,29.8
Investment Master,AI,Technology,10.09,30.11,47.71,,,5.86,,1465980000,8.82,-12.59,-52.54,-32.13,35.0,-187.95,0.01,2.03,12.61,59.15,3.4,48.99,38.59,22.5
Speculative Investments,NNE,Industrials,26.31,60.87,51.77,,,,,1370220000,45.6,73.32,,69.08,,,0.0,5.06,17.8,46.27,1.33,9.83,22.97,79.1
Speculative Investments,OKLO,Utilities,58.12,193.86,44.99,,,,,10112300000,88.26,51.86,,-173.38,,,0.0,1.14,16.16,53.12,1.95,27.37,18.77,55.0
Speculative Investments,UEC,Energy,11.61,20.33,44.18,,,284.55,,5747910000,18.58,60.03,,-51.78,-99.39,-513.24,0.0,1.17,1.91,80.58,1.22,55.44,11.43,41.2
