Tab,Ticker,Sector,Current Price,52-Week High,RSI,P/E Ratio,PEG,P/S Ratio,PSG,Market Cap,Target Price,Upside %,Revenue Growth %,EPS Growth %,Gross Margin %,Net Profit Margin %,Debt/Equity,Beta,Insider Ownership %,Institutional Ownership %,Analyst Recom,Short Interest,Short Float %,Earnings Date,Investment Score
Investment Master,PODD,Healthcare,161.28,354.85,55.63,37.54,0.75,3.85,0.11,11171010000,235.57,46.06,33.87,158.51,71.64,10.44,0.73,1.11,0.43,105.01,1.43,4.85,7.04,8/5/2026 8:30:00 AM,72.1
Investment Master,AVAV,Industrials,144.58,417.86,40.83,,1.58,3.7,0.03,7316910000,227.47,57.33,133.27,112.23,18.93,-13.41,0.19,1.4,25.05,63.13,1.37,4.1,10.82,6/29/2026 4:30:00 PM,71.6
Investment Master,NBIS,Technology,219.65,299.86,46.35,73.28,,62.96,0.1,55275020000,257.79,17.36,621.52,521.4,7.48,95.27,1.31,4.32,19.73,50.41,1.94,61.01,30.2,5/13/2026 8:30:00 AM,71.6
Investment Master,ICE,Financial,135.26,189.36,48.38,19.69,1.31,5.92,0.25,76491220000,183.8,35.89,23.56,79.47,68.69,30.41,0.71,0.95,0.61,95.6,1.25,10.6,1.89,7/30/2026 8:30:00 AM,71.5
Investment Master,BSX,Healthcare,44.77,109.49,40.48,18.77,1.16,3.23,0.28,66544119999,73.0,63.06,11.58,98.72,65.44,17.29,0.43,0.57,0.5,93.13,1.44,27.94,1.89,7/29/2026 8:30:00 AM,71.2
Investment Master,TW,Financial,97.86,147.49,45.2,24.15,1.49,10.69,0.5,23097510000,130.0,32.84,21.21,39.44,88.51,40.23,0.02,0.62,45.73,56.91,2.0,3.65,3.16,7/30/2026 8:30:00 AM,71.1
Investment Master,NFLX,Communication Services,73.37,128.97,38.02,23.71,0.87,6.53,0.34,308946290000,114.84,56.52,19.31,85.79,49.44,28.29,0.54,1.52,0.64,83.3,1.65,104.12,2.49,7/16/2026 4:30:00 PM,70.9
Investment Master,TSM,Technology,434.11,478.99,49.69,36.08,0.62,16.95,0.42,2251502760000,478.59,10.25,40.49,64.6,60.72,46.96,0.19,1.38,0.09,15.18,1.24,27.73,0.54,7/16/2026 8:30:00 AM,70.9
Investment Master,ADMA,Healthcare,9.08,20.46,57.76,13.39,0.32,4.13,,2104500000,17.75,95.48,-0.27,71.73,61.24,32.43,0.52,0.73,2.83,91.96,1.75,24.23,10.76,5/6/2026 4:30:00 PM,70.7
Investment Master,AR,Energy,33.23,45.75,38.58,10.77,0.17,1.79,0.05,10295850000,49.67,49.47,34.1,160.16,25.84,16.69,0.59,0.34,4.58,88.46,1.6,11.84,4.0,4/29/2026 4:30:00 PM,70.3
Investment Master,CNX,Energy,31.99,43.62,34.41,4.45,0.36,1.96,0.07,4525870000,39.17,22.44,28.26,262.79,50.03,50.93,0.55,0.6,4.03,98.15,3.33,16.38,12.07,7/30/2026 8:30:00 AM,69.9
Investment Master,MSFT,Technology,385.1,555.46,47.52,22.94,1.06,8.99,0.49,2860690200000,557.74,44.83,18.3,23.32,68.31,39.34,0.3,1.13,1.53,75.95,1.23,89.06,1.22,7/29/2026 4:30:00 PM,69.9
Investment Master,ADI,Technology,395.65,445.9,48.23,58.8,0.88,15.13,0.41,192715980000,460.96,16.51,37.25,109.73,58.62,26.01,0.26,1.19,0.28,91.27,1.59,12.03,2.48,5/20/2026 8:30:00 AM,69.8
Investment Master,ESTC,Technology,60.24,96.06,54.74,17.22,0.67,3.6,0.22,6262050000,75.67,25.61,16.03,2754.97,76.07,21.14,0.46,1.0,13.9,87.04,1.94,6.87,7.67,5/28/2026 4:30:00 PM,69.8
Investment Master,SSRM,Basic Materials,28.58,36.51,47.01,27.54,0.18,3.13,0.04,5930090000,42.88,50.03,83.75,-290.68,43.52,12.17,0.02,-0.11,1.31,71.49,1.0,8.42,4.11,8/4/2026 4:30:00 PM,69.6
Investment Master,UUUU,Energy,13.58,27.9,38.02,,,39.99,0.36,3393190000,26.53,95.36,112.08,64.53,24.76,-82.7,0.94,1.52,1.59,67.71,1.22,47.13,19.17,5/6/2026 4:30:00 PM,69.6
Investment Master,PNFP,Financial,100.47,120.45,57.01,13.92,0.51,3.61,0.03,15181700000,117.14,16.59,136.95,-49.79,,14.87,0.41,1.04,1.46,84.89,1.57,6.12,4.11,7/22/2026 4:30:00 PM,69.5
Investment Master,BEAM,Healthcare,32.68,38.26,47.94,,,20.5,0.06,3362090000,50.07,53.21,324.87,26.46,86.36,-39.66,0.22,2.21,8.89,96.64,1.31,22.88,24.56,5/7/2026 8:30:00 AM,69.2
Investment Master,AVPT,Technology,12.44,19.95,69.52,61.34,1.12,5.94,0.23,2637490000,16.1,29.42,25.98,340.52,73.59,10.51,0.05,1.17,33.48,54.06,1.6,16.1,11.42,5/7/2026 4:30:00 PM,69.1
Investment Master,GOOG,Communication Services,355.03,404.45,47.32,27.08,1.43,10.22,0.46,4326360570000,435.32,22.61,22.34,81.96,60.43,37.86,0.2,1.23,58.28,27.65,1.41,58.49,1.15,7/22/2026 4:30:00 PM,68.9
Investment Master,GOOGL,Communication Services,357.18,408.63,46.97,27.25,1.43,10.22,0.46,4326360570000,435.51,21.93,22.34,81.96,60.43,37.86,0.2,1.24,51.98,39.37,1.4,85.86,1.47,7/22/2026 4:30:00 PM,68.9
Investment Master,HAPN,Financial,20.35,21.67,61.51,13.62,0.19,1.5,0.05,2347390000,24.11,18.48,29.5,337.61,74.25,11.21,0.04,1.91,3.19,89.54,1.0,6.86,6.14,7/27/2026 4:30:00 PM,68.9
Investment Master,GMED,Healthcare,78.11,101.4,46.05,18.19,1.2,3.42,0.13,10596890000,106.17,35.92,27.04,66.6,64.08,18.92,0.02,0.95,17.15,82.47,1.62,7.41,6.59,5/7/2026 4:30:00 PM,68.8
Investment Master,FIX,Industrials,1756.09,2074.04,45.08,50.69,0.97,6.1,0.11,61818630000,2120.75,20.77,56.47,120.98,24.51,12.07,0.13,1.68,1.22,96.21,1.45,0.75,2.15,4/23/2026 4:30:00 PM,68.7
Investment Master,RRC,Energy,35.49,48.31,36.28,9.37,0.51,2.6,0.1,8362230000,46.14,30.01,25.67,260.69,38.05,28.06,0.21,0.43,1.53,95.78,2.56,20.69,8.92,7/21/2026 4:30:00 PM,68.6
Investment Master,BE,Industrials,244.61,351.3,42.77,,0.48,28.41,0.22,69577820000,298.85,22.17,130.37,313.73,31.08,0.25,3.2,3.78,6.31,85.84,2.23,19.35,7.26,7/28/2026 4:30:00 PM,68.4
Investment Master,CIEN,Technology,460.72,637.5,47.73,153.35,0.63,11.71,0.3,65216260000,588.75,27.79,39.51,2309.37,40.49,7.87,0.55,1.28,1.02,97.57,1.91,3.85,2.75,6/4/2026 8:30:00 AM,67.8
Investment Master,SMCI,Technology,28.31,62.36,43.28,14.93,0.43,0.54,0.0,18312970000,35.87,26.7,122.68,314.07,8.39,3.7,1.21,1.94,13.88,63.23,3.0,103.19,18.52,5/5/2026 4:30:00 PM,67.6
Investment Master,INTU,Technology,274.96,813.73,44.05,16.65,0.65,3.59,0.35,75211730000,470.71,71.19,10.37,11.01,77.64,21.91,0.33,0.99,2.18,90.3,1.59,14.57,5.45,5/20/2026 4:30:00 PM,67.5
Investment Master,SF,Financial,75.2,89.82,57.58,14.63,0.76,1.76,0.13,11535810000,85.29,13.42,13.39,462.77,86.84,12.91,0.4,1.01,3.5,91.45,2.33,4.31,2.91,4/22/2026 8:30:00 AM,67.5
Investment Master,DELL,Technology,434.97,469.48,59.51,34.57,0.54,2.1,0.02,281982810000,503.62,15.78,87.49,281.26,19.09,6.27,,1.31,53.52,40.3,1.73,12.98,4.31,5/28/2026 4:30:00 PM,67.5
Investment Master,BAM,Financial,46.72,64.1,51.61,30.08,1.35,14.7,0.62,74602030000,56.93,21.85,23.77,6.87,95.07,49.68,0.5,1.27,79.84,21.51,2.11,18.84,5.85,8/5/2026 8:30:00 AM,67.4
Investment Master,TRMB,Technology,52.82,87.49,49.93,27.7,0.86,3.34,0.28,12312950000,84.08,59.18,11.81,54.12,66.6,12.37,0.25,1.38,0.46,98.46,1.31,11.02,4.75,5/6/2026 8:30:00 AM,67.3
Investment Master,HPE,Technology,48.54,64.25,59.28,45.65,0.39,1.65,0.04,64276840000,68.59,41.31,40.64,153.39,31.38,3.7,0.84,1.44,0.38,93.76,2.0,67.77,5.14,6/1/2026 4:30:00 PM,67.1
Investment Master,ABCL,Healthcare,6.8,8.44,53.12,,,26.22,0.27,2076550000,10.5,54.41,96.34,7.05,61.02,-181.75,0.15,1.18,23.04,41.57,1.0,48.56,20.66,8/5/2026 4:30:00 PM,66.6
Investment Master,FSLR,Technology,227.83,320.93,40.46,14.72,0.34,4.52,0.19,24481100000,257.75,13.13,23.64,65.1,41.73,30.73,0.06,1.74,5.47,93.78,1.97,8.22,8.1,4/30/2026 4:30:00 PM,66.5
Investment Master,AUB,Financial,42.06,43.62,60.66,17.89,0.75,2.7,0.05,6019450000,46.0,9.37,57.17,61.05,,14.97,0.28,0.78,1.0,86.25,1.67,8.11,5.72,7/21/2026 8:30:00 AM,66.1
Investment Master,SOFI,Financial,18.78,32.73,60.34,42.59,0.61,4.69,0.13,24089880000,20.42,8.73,35.83,101.0,61.74,11.22,0.18,2.17,1.81,56.28,2.8,188.1,14.94,7/29/2026 8:30:00 AM,66.1
Investment Master,ORCL,Technology,140.64,345.72,30.86,24.15,0.49,6.01,0.29,405109430000,254.84,81.2,20.63,21.36,63.34,25.21,3.94,1.7,40.54,44.46,1.51,41.97,2.45,6/10/2026 4:30:00 PM,65.8
Investment Master,MOD,Consumer Cyclical,245.91,323.27,43.98,109.86,0.46,4.08,0.09,12987930000,351.75,43.04,47.47,47.51,23.19,3.82,0.49,1.68,2.04,106.26,1.0,2.36,4.56,5/26/2026 4:30:00 PM,65.5
Investment Master,STX,Technology,910.34,1144.94,50.7,86.41,0.43,18.54,0.42,204124620000,988.55,8.59,44.07,107.51,41.54,21.6,3.82,2.08,0.26,85.96,1.57,6.58,2.94,4/28/2026 4:30:00 PM,65.5
Investment Master,DXCM,Healthcare,74.96,89.98,60.07,32.06,1.17,6.0,0.4,28925040000,85.5,14.06,15.05,92.21,62.64,19.31,0.47,1.43,1.76,98.3,1.39,18.11,4.78,7/30/2026 4:30:00 PM,65.4
Investment Master,HYLN,Industrials,4.13,8.49,38.96,,,126.54,0.26,736490000,7.0,69.49,479.14,33.23,-112.67,-888.12,0.02,3.51,30.73,24.98,1.67,11.3,9.15,5/12/2026 4:30:00 PM,65.1
Investment Master,CEG,Utilities,251.38,412.71,44.99,21.83,0.82,3.17,0.14,90271070000,359.8,43.13,23.45,1095.18,13.18,13.3,0.67,1.12,6.48,75.3,1.44,12.15,3.62,5/11/2026 8:30:00 AM,64.9
Investment Master,REGN,Healthcare,664.52,821.1,59.3,16.19,1.1,4.67,0.25,69667630000,826.54,24.38,19.04,-7.16,80.93,29.65,0.09,0.23,3.78,88.18,1.77,3.49,3.46,7/30/2026 8:30:00 AM,64.9
Investment Master,WAY,Healthcare,22.43,41.47,58.99,33.51,0.81,3.72,0.17,4302360000,33.74,50.42,22.4,36.91,55.87,10.9,0.38,0.04,28.74,81.96,1.16,12.93,9.46,4/29/2026 4:30:00 PM,64.8
Investment Master,MDB,Technology,342.08,444.72,50.95,,2.09,10.57,0.42,27514150000,403.5,17.95,25.25,111.72,71.67,-1.12,0.02,1.55,3.99,90.99,1.58,3.88,5.03,5/28/2026 4:30:00 PM,64.7
Investment Master,PATH,Technology,11.68,19.84,58.96,19.27,0.96,3.62,0.21,6051650000,13.4,14.73,17.32,203.89,82.71,19.58,0.04,0.98,24.51,61.3,2.73,138.92,35.52,5/28/2026 4:30:00 PM,64.6
Investment Master,INCY,Healthcare,116.71,118.97,65.01,16.5,1.12,4.35,0.21,23316570000,113.38,-2.85,20.87,83.74,91.22,26.71,0.01,0.77,0.93,105.81,2.31,10.58,5.35,7/28/2026 8:30:00 AM,64.5
Investment Master,CGNX,Technology,66.8,72.88,52.37,79.04,1.39,10.62,0.44,11116820000,77.4,15.87,24.26,121.73,68.02,13.62,0.05,1.49,0.37,103.07,1.8,8.08,4.88,5/6/2026 4:30:00 PM,64.4
Investment Master,VRT,Industrials,318.86,379.96,50.63,80.05,0.93,11.3,0.38,122476930000,378.67,18.76,30.13,135.9,35.0,14.37,0.77,2.04,0.38,85.85,1.61,14.48,3.78,4/22/2026 8:30:00 AM,64.3
Investment Master,AJG,Financial,253.09,316.72,72.82,40.85,1.06,4.34,0.16,65018820000,278.28,9.95,27.65,16.52,90.82,10.76,0.56,0.51,1.93,93.6,1.74,6.82,2.71,7/30/2026 4:30:00 PM,64.1
Investment Master,MGNI,Communication Services,20.34,26.65,65.19,19.64,1.25,4.03,0.73,2912990000,22.54,10.82,5.52,143.89,63.18,21.96,0.47,2.25,2.54,92.64,1.24,14.71,10.54,8/5/2026 4:30:00 PM,64.1
Investment Master,RDN,Financial,37.84,38.89,64.16,9.31,0.96,3.63,0.08,5031780000,43.67,15.41,46.59,-8.43,,40.5,0.27,0.72,1.91,94.47,1.57,5.78,4.43,5/6/2026 4:30:00 PM,64.0
Investment Master,AAON,Industrials,114.16,150.47,41.72,80.3,0.65,5.78,0.11,9351040000,149.75,31.18,54.3,36.23,24.54,7.3,0.49,1.42,16.68,88.34,1.57,4.01,5.87,5/7/2026 8:30:00 AM,64.0
Investment Master,GILD,Healthcare,129.83,157.29,50.7,17.67,1.48,5.41,1.06,161193010000,160.57,23.68,5.09,54.29,79.41,30.94,0.94,0.34,0.14,90.14,1.48,25.48,2.06,5/7/2026 4:30:00 PM,63.9
Investment Master,ADBE,Technology,223.64,376.18,53.6,12.79,0.56,3.53,0.28,88896900000,255.64,14.31,12.69,8.04,88.82,28.69,0.61,1.42,0.2,86.0,2.59,19.61,4.94,6/11/2026 4:30:00 PM,63.8
Investment Master,COHR,Technology,324.5,440.0,41.13,154.92,0.73,9.62,0.47,63484960000,391.0,20.49,20.55,990.95,37.93,6.07,0.32,2.05,4.45,89.55,1.65,8.59,4.59,5/6/2026 4:30:00 PM,63.7
Investment Master,LRCX,Technology,350.33,438.52,49.05,66.12,1.26,20.21,0.85,438112540000,376.82,7.56,23.76,40.55,49.98,30.94,0.35,1.82,0.33,85.55,1.53,28.31,2.27,7/29/2026 4:30:00 PM,63.5
Investment Master,KEYS,Technology,322.05,374.96,44.38,53.06,1.22,9.04,0.29,55036850000,394.17,22.39,31.47,35.79,63.9,17.25,0.44,1.21,0.79,92.52,1.88,3.14,1.85,5/19/2026 4:30:00 PM,63.4
Investment Master,NOW,Technology,107.71,210.21,54.87,64.07,1.02,7.96,0.36,111082180000,140.19,30.16,22.09,2.64,76.56,12.59,0.21,0.95,0.91,87.51,1.32,62.13,6.08,7/22/2026 4:30:00 PM,63.1
Investment Master,AMZN,Consumer Cyclical,245.34,278.57,50.93,29.32,1.11,3.55,0.21,2639149170000,317.32,29.34,16.61,75.33,50.6,12.22,0.51,1.47,8.95,67.68,1.22,100.35,1.02,4/29/2026 4:30:00 PM,63.0
Investment Master,SCHW,Financial,103.12,107.5,73.9,20.45,0.61,6.33,0.65,179339660000,119.0,15.4,9.77,38.8,84.12,31.84,0.67,0.77,5.84,84.31,1.52,25.02,1.53,7/21/2026 8:30:00 AM,62.6
Investment Master,MLI,Industrials,56.99,70.95,32.7,14.93,1.28,2.88,0.15,12602840000,74.75,31.16,19.28,54.77,27.57,19.37,0.01,1.13,2.07,92.88,2.0,3.96,1.83,4/21/2026 8:30:00 AM,62.5
Investment Master,CENX,Basic Materials,44.67,70.44,35.86,13.36,0.05,1.74,0.72,4421170000,70.25,57.26,2.41,1037.28,12.67,13.72,0.47,1.96,31.01,72.95,1.0,9.53,13.96,5/7/2026 4:30:00 PM,62.4
Investment Master,MTSI,Technology,308.52,418.9,38.1,133.77,1.38,21.92,0.97,23538770000,403.0,30.62,22.5,42.88,54.09,16.46,0.29,1.67,9.6,98.34,1.62,2.77,4.01,5/7/2026 8:30:00 AM,62.4
Investment Master,AMD,Technology,557.89,584.73,57.47,183.1,0.66,24.29,0.64,909695780000,519.12,-6.95,37.85,92.25,47.09,13.37,0.06,2.47,0.48,69.45,1.55,41.58,2.56,8/4/2026 4:30:00 PM,62.2
Investment Master,TSEM,Technology,222.75,319.95,42.29,103.46,0.71,15.35,0.99,24893790000,313.83,40.89,15.48,60.32,24.77,15.13,0.05,0.89,6.46,73.49,1.5,2.52,2.41,8/4/2026 8:30:00 AM,62.1
Investment Master,ANET,Technology,186.96,189.83,62.92,64.02,1.92,24.25,0.69,235420530000,190.3,1.79,35.13,26.22,63.54,38.32,0.0,1.6,17.04,73.1,1.12,21.63,2.07,8/4/2026 4:30:00 PM,61.6
Investment Master,GLW,Technology,190.89,271.77,47.53,91.62,1.43,10.07,0.5,164287150000,216.23,13.27,20.05,134.97,35.64,11.09,0.84,1.1,8.43,73.78,1.8,20.52,2.6,7/28/2026 8:30:00 AM,61.5
Investment Master,FCX,Basic Materials,61.52,72.27,46.42,32.73,0.44,3.43,0.29,88438680000,72.73,18.22,11.97,152.63,25.84,10.52,0.53,1.37,0.53,88.68,1.65,30.88,2.16,7/23/2026 8:30:00 AM,61.2
Investment Master,RMD,Healthcare,203.87,293.8,51.62,19.65,1.42,5.34,0.49,29572650000,269.05,31.97,10.81,10.35,60.74,27.44,0.13,0.76,0.93,76.03,1.93,15.1,10.51,8/6/2026 4:30:00 PM,60.6
Investment Master,RMBS,Technology,112.1,174.1,41.18,53.28,1.2,16.81,2.07,12122150000,144.57,28.97,8.12,-1.71,74.39,31.89,0.02,1.85,0.79,105.06,1.91,4.88,4.55,7/27/2026 4:30:00 PM,60.2
Investment Master,EOG,Energy,134.1,151.87,50.13,13.19,0.65,3.03,0.19,71425480000,158.29,18.04,15.63,39.89,40.88,23.34,0.27,0.26,0.23,97.63,2.14,18.96,3.57,8/5/2026 8:30:00 AM,59.8
Investment Master,DDOG,Technology,257.54,278.69,60.91,687.32,4.66,24.97,0.78,91673990000,249.0,-3.32,32.15,115.46,79.86,3.69,0.32,1.54,9.06,82.59,1.42,14.73,4.55,5/7/2026 8:30:00 AM,59.7
Investment Master,PLAB,Technology,29.9,56.0,42.58,10.95,5.1,2.05,,1763010000,42.33,41.57,-0.5,268.2,33.77,18.47,0.0,1.38,4.06,96.36,1.0,3.91,6.91,5/28/2026 8:30:00 AM,59.7
Investment Master,CART,Consumer Cyclical,48.39,53.5,64.56,27.14,0.52,2.94,0.22,11373090000,51.12,5.64,13.6,51.33,72.52,12.37,0.01,0.75,21.69,71.3,2.12,19.26,10.47,5/6/2026 8:30:00 AM,59.6
Investment Master,EXEL,Healthcare,56.5,57.57,63.52,18.73,1.0,5.98,0.6,14201560000,50.38,-10.83,9.97,42.14,96.44,35.08,0.09,0.43,3.19,105.03,2.3,28.54,11.73,5/5/2026 4:30:00 PM,59.5
Investment Master,ONB,Financial,26.21,26.7,62.05,13.58,0.68,2.52,0.07,10126840000,28.73,9.61,37.97,35.08,,18.5,0.95,0.84,11.45,97.8,1.75,21.44,6.27,7/22/2026 8:30:00 AM,59.4
Investment Master,AMAT,Technology,602.5,739.63,53.92,56.61,1.14,16.48,1.44,478360550000,632.64,5.0,11.41,33.44,48.96,29.31,0.3,1.58,0.5,82.91,1.49,19.91,2.52,5/14/2026 4:30:00 PM,59.3
Investment Master,RBRK,Technology,84.38,99.75,61.8,,,12.19,0.31,17367790000,94.77,12.31,38.99,61.43,80.58,-20.25,,1.08,26.68,57.39,1.1,13.03,8.63,6/4/2026 4:30:00 PM,59.2
Investment Master,TLN,Utilities,385.8,451.28,51.29,,,3.76,0.17,17513390000,478.87,24.12,21.64,145.11,63.43,-0.45,6.34,1.63,7.12,104.48,1.44,2.54,6.02,5/5/2026 4:30:00 PM,58.9
Investment Master,EXLS,Technology,27.3,47.11,47.95,17.42,0.71,1.93,0.14,4170970000,41.0,50.18,13.84,5.69,35.7,11.66,0.67,0.83,3.35,100.7,1.27,12.54,8.49,7/28/2026 4:30:00 PM,58.8
Investment Master,PAYC,Technology,139.08,248.94,56.64,16.07,0.91,3.16,0.41,6624580000,151.6,9.0,7.8,22.84,74.06,22.44,0.94,0.78,14.34,97.92,2.45,3.88,9.51,5/6/2026 4:30:00 PM,58.8
Investment Master,APLD,Technology,31.15,50.72,32.9,,,25.04,0.18,8901720000,73.0,134.35,139.29,-120.39,27.07,-54.12,1.72,5.74,9.64,70.18,1.0,70.99,27.49,4/8/2026 4:30:00 PM,58.8
Investment Master,GEV,Industrials,1091.57,1195.98,53.7,31.8,1.78,7.45,0.47,293326680000,1226.85,12.39,15.98,1816.17,20.16,23.83,0.21,0.97,0.15,79.89,1.69,11.68,4.35,7/22/2026 8:30:00 AM,58.8
Investment Master,DLR,Real Estate,180.41,208.13,44.51,47.72,,10.05,0.62,64526480000,219.87,21.87,16.16,67.62,25.66,20.83,0.82,1.05,0.03,98.91,1.59,8.06,2.25,7/23/2026 4:30:00 PM,58.6
Investment Master,GWRE,Technology,136.13,272.59,57.55,73.35,1.31,7.98,0.3,11333690000,201.91,48.32,26.93,-63.85,63.97,11.25,0.53,0.94,0.66,105.69,1.44,5.73,6.92,6/4/2026 4:30:00 PM,58.5
Investment Master,S,Technology,17.88,21.4,59.76,,0.67,5.84,0.28,6129330000,19.45,8.78,20.8,64.4,73.0,-30.38,0.0,0.8,6.94,78.21,1.89,23.11,7.24,5/28/2026 4:30:00 PM,58.4
Investment Master,MRVL,Technology,235.81,329.9,45.2,80.58,0.81,23.66,0.86,206286580000,262.17,11.18,27.57,-81.0,50.64,28.99,0.3,2.21,0.77,78.2,1.43,34.08,3.93,5/27/2026 4:30:00 PM,58.1
Investment Master,YOU,Technology,55.22,62.73,51.61,44.6,0.61,7.83,0.4,7380780000,62.6,13.36,19.7,47.03,61.78,13.0,0.6,1.06,7.92,96.92,2.33,12.12,13.09,5/6/2026 8:30:00 AM,58.0
