Tab,Ticker,Sector,Current Price,52-Week High,RSI,P/E Ratio,PEG,P/S Ratio,PSG,Market Cap,Target Price,Upside %,Revenue Growth %,EPS Growth %,Gross Margin %,Net Profit Margin %,Debt/Equity,Beta,Insider Ownership %,Institutional Ownership %,Analyst Recom,Short Interest,Short Float %,Earnings Date,Investment Score
Investment Master,HYLN,Industrials,3.91,8.48,38.4,,,119.96,0.25,698150000,7.0,79.03,479.14,33.23,-112.67,-888.12,0.02,3.51,30.73,24.98,1.67,11.3,9.15,5/12/2026 4:30:00 PM,66.0
Investment Master,SF,Financial,78.54,89.82,66.23,15.29,0.8,1.84,0.14,12048940000,85.29,8.59,13.39,462.77,86.84,12.91,0.4,1.01,3.5,91.46,2.33,4.31,2.91,4/22/2026 8:30:00 AM,65.9
Investment Master,AUB,Financial,42.51,43.62,62.56,18.08,0.76,2.73,0.05,6084280000,46.0,8.21,57.17,61.05,,14.97,0.28,0.78,1.0,86.25,1.67,8.11,5.72,7/21/2026 8:30:00 AM,65.6
Investment Master,RDN,Financial,37.78,41.05,59.19,9.29,0.96,3.62,0.08,5023810000,43.67,15.59,46.59,-8.43,,40.5,0.27,0.72,1.91,94.48,1.62,5.78,4.43,5/6/2026 4:30:00 PM,65.6
Investment Master,INCY,Healthcare,115.15,118.97,60.62,16.28,1.12,4.29,0.21,23004910000,115.86,0.62,20.87,83.74,91.22,26.71,0.01,0.77,0.93,105.81,2.31,10.58,5.35,7/28/2026 8:30:00 AM,65.2
Investment Master,ANET,Technology,171.51,189.83,51.36,58.73,1.77,22.24,0.63,215964700000,190.7,11.19,35.13,26.22,63.54,38.32,0.0,1.6,17.01,73.08,1.12,21.63,2.07,8/4/2026 4:30:00 PM,65.1
Investment Master,MDB,Technology,333.52,444.69,47.84,,2.04,10.31,0.41,26825650000,403.5,20.98,25.25,111.72,71.67,-1.12,0.02,1.55,3.99,91.1,1.58,3.88,5.03,5/28/2026 4:30:00 PM,65.1
Investment Master,COHR,Technology,294.35,439.99,36.0,140.53,0.65,8.72,0.42,57586440000,392.59,33.38,20.55,990.95,37.93,6.07,0.32,2.06,4.46,83.94,1.65,8.59,4.59,5/6/2026 4:30:00 PM,65.0
Investment Master,AJG,Financial,246.96,316.7,60.11,39.86,1.03,4.24,0.15,63443900000,283.33,14.73,27.65,16.52,90.82,10.76,0.56,0.51,1.93,93.6,1.67,6.82,2.71,7/30/2026 4:30:00 PM,64.7
Investment Master,WAY,Healthcare,22.57,41.47,57.95,33.71,0.81,3.74,0.17,4328600000,33.74,49.49,22.4,36.91,55.87,10.9,0.38,0.05,28.74,81.99,1.16,12.93,9.46,4/29/2026 4:30:00 PM,64.7
Investment Master,CEG,Utilities,257.61,412.7,49.41,22.37,0.84,3.25,0.14,92508270000,359.8,39.67,23.45,1095.18,13.18,13.3,0.67,1.12,6.48,75.34,1.44,12.15,3.62,5/11/2026 8:30:00 AM,64.6
Investment Master,AMD,Technology,527.78,584.73,51.47,173.22,0.62,22.98,0.61,860606490000,535.69,1.5,37.85,92.25,47.09,13.37,0.06,2.47,0.48,69.44,1.55,41.58,2.56,8/4/2026 4:30:00 PM,64.5
Investment Master,PATH,Technology,11.94,19.84,61.97,19.7,0.99,3.7,0.21,6185790000,13.4,12.23,17.32,203.89,82.71,19.58,0.04,0.98,24.51,61.3,2.73,138.92,35.52,5/28/2026 4:30:00 PM,64.3
Investment Master,LRCX,Technology,331.33,438.5,45.65,62.54,1.24,19.11,0.8,414357950000,378.96,14.38,23.76,40.55,49.98,30.94,0.35,1.82,0.33,85.56,1.51,28.31,2.27,7/29/2026 4:30:00 PM,64.2
Investment Master,AAON,Industrials,112.32,150.46,40.43,79.01,0.64,5.69,0.1,9199910000,149.75,33.32,54.3,36.23,24.54,7.3,0.49,1.42,16.68,88.22,1.57,4.01,5.87,5/7/2026 8:30:00 AM,64.2
Investment Master,MGNI,Communication Services,20.42,26.65,64.74,19.72,1.26,4.05,0.73,2924450000,22.54,10.38,5.52,143.89,63.18,21.96,0.47,2.26,2.54,92.63,1.24,14.71,10.54,8/5/2026 4:30:00 PM,64.1
Investment Master,ADBE,Technology,224.43,376.18,52.98,12.84,0.56,3.54,0.28,89209930000,255.64,13.91,12.69,8.04,88.82,28.69,0.61,1.42,0.2,85.98,2.59,19.61,4.94,6/11/2026 4:30:00 PM,63.8
Investment Master,KEYS,Technology,322.26,374.98,44.84,53.1,1.22,9.05,0.29,55072720000,398.33,23.61,31.47,35.79,63.9,17.25,0.44,1.21,0.79,92.51,1.75,3.14,1.85,5/19/2026 4:30:00 PM,63.7
Investment Master,NOW,Technology,105.11,210.22,50.82,62.52,1.0,7.77,0.35,108400880000,140.79,33.95,22.09,2.64,76.56,12.59,0.21,0.95,0.91,87.5,1.32,62.13,6.08,7/22/2026 4:30:00 PM,63.5
Investment Master,GILD,Healthcare,131.88,157.28,53.97,17.94,1.46,5.5,1.08,163738230000,160.57,21.75,5.09,54.29,79.41,30.94,0.94,0.34,0.14,90.13,1.48,25.48,2.06,5/7/2026 4:30:00 PM,63.3
Investment Master,MTSI,Technology,291.98,418.91,35.74,126.6,1.31,20.75,0.92,22276760000,403.0,38.02,22.5,42.88,54.09,16.46,0.29,1.67,9.6,98.34,1.62,2.77,4.01,5/7/2026 8:30:00 AM,63.3
Investment Master,GLW,Technology,173.45,271.78,42.23,83.25,1.27,9.15,0.46,149277630000,217.38,25.33,20.05,134.97,35.64,11.09,0.84,1.1,8.44,73.77,1.8,20.52,2.6,7/28/2026 8:30:00 AM,62.9
Investment Master,SCHW,Financial,102.79,107.5,69.03,20.38,0.6,6.31,0.65,178761390000,120.0,16.74,9.77,38.8,84.12,31.84,0.67,0.77,5.84,84.31,1.52,25.02,1.53,7/21/2026 8:30:00 AM,62.8
Investment Master,CENX,Basic Materials,43.83,70.44,35.86,13.1,0.04,1.71,0.71,4337530000,70.25,60.28,2.41,1037.28,12.67,13.72,0.47,1.96,31.01,72.96,1.0,9.53,13.96,5/7/2026 4:30:00 PM,62.7
Investment Master,MLI,Industrials,57.81,70.96,38.01,15.15,1.3,2.92,0.15,12783270000,74.75,29.3,19.28,54.77,27.57,19.37,0.01,1.13,2.07,92.88,2.0,3.96,1.83,4/21/2026 8:30:00 AM,61.9
Investment Master,RMBS,Technology,102.54,174.09,37.29,48.74,1.12,15.38,1.89,11088390000,146.71,43.08,8.12,-1.71,74.39,31.89,0.02,1.85,0.79,105.06,1.91,4.88,4.55,7/27/2026 4:30:00 PM,61.9
Investment Master,AMZN,Consumer Cyclical,254.26,278.55,59.57,30.39,1.14,3.68,0.22,2735102570000,317.32,24.8,16.61,75.33,50.6,12.22,0.51,1.47,8.95,67.69,1.22,100.35,1.02,4/29/2026 4:30:00 PM,61.7
Investment Master,FCX,Basic Materials,60.96,72.19,46.14,32.43,0.44,3.4,0.28,87732670000,72.88,19.55,11.97,152.63,25.84,10.52,0.53,1.37,0.53,88.69,1.65,30.88,2.16,7/23/2026 8:30:00 AM,61.5
Investment Master,RBRK,Technology,79.76,99.75,51.95,,,11.52,0.3,16417890000,94.77,18.82,38.99,61.43,80.58,-20.25,,1.08,26.68,57.44,1.1,13.03,8.63,6/4/2026 4:30:00 PM,61.3
Investment Master,RMD,Healthcare,198.53,293.81,47.95,19.14,1.38,5.2,0.48,28798040000,267.94,34.96,10.81,10.35,60.74,27.44,0.13,0.77,0.93,76.04,1.93,15.1,10.51,8/6/2026 4:30:00 PM,61.0
Investment Master,AMAT,Technology,576.2,739.67,50.1,54.14,1.08,15.76,1.38,457480540000,636.73,10.51,11.41,33.44,48.96,29.31,0.3,1.58,0.5,82.9,1.48,19.91,2.52,5/14/2026 4:30:00 PM,60.4
Investment Master,TSEM,Technology,252.49,319.93,52.23,117.27,0.73,17.4,1.12,28217690000,313.83,24.29,15.48,60.32,24.77,15.13,0.05,0.89,6.46,73.49,1.5,2.52,2.41,8/4/2026 8:30:00 AM,60.4
Investment Master,EXEL,Healthcare,55.57,57.57,58.2,18.42,0.97,5.88,0.59,13967470000,51.19,-7.88,9.97,42.14,96.44,35.08,0.09,0.43,3.19,105.02,2.3,28.54,11.73,5/5/2026 4:30:00 PM,60.2
Investment Master,CART,Consumer Cyclical,47.56,53.5,59.7,26.68,0.51,2.89,0.21,11178020000,51.12,7.49,13.6,51.33,72.52,12.37,0.01,0.75,21.69,71.31,2.17,19.26,10.47,5/6/2026 8:30:00 AM,60.1
Investment Master,GEV,Industrials,1054.6,1195.96,49.5,30.73,1.72,7.2,0.45,283392110000,1226.85,16.33,15.98,1816.17,20.16,23.83,0.21,0.97,0.17,79.91,1.69,11.68,4.35,7/22/2026 8:30:00 AM,60.1
Investment Master,MRVL,Technology,206.07,329.87,39.06,70.42,0.71,20.7,0.75,180469190000,263.36,27.8,27.57,-81.0,50.64,28.99,0.3,2.21,0.79,78.04,1.43,34.08,3.92,5/27/2026 4:30:00 PM,59.9
Investment Master,PLAB,Technology,29.45,55.99,42.51,10.79,5.03,2.02,,1736780000,42.33,43.74,-0.5,268.2,33.77,18.47,0.0,1.38,4.06,96.36,1.0,3.91,6.91,5/28/2026 8:30:00 AM,59.9
Investment Master,DLR,Real Estate,174.98,208.14,39.39,46.28,,9.75,0.6,62584350000,219.13,25.23,16.16,67.62,25.66,20.83,0.82,1.05,0.03,98.91,1.57,8.06,2.25,7/23/2026 4:30:00 PM,59.8
Investment Master,ONB,Financial,26.4,26.7,63.94,13.67,0.69,2.54,0.07,10199120000,28.73,8.83,37.97,35.08,,18.5,0.95,0.84,11.45,97.8,1.75,21.44,6.27,7/22/2026 8:30:00 AM,59.1
Investment Master,EOG,Energy,137.06,151.87,53.8,13.48,0.66,3.1,0.2,73002050000,158.29,15.49,15.63,39.89,40.88,23.34,0.27,0.26,0.23,97.62,2.14,18.96,3.57,8/5/2026 8:30:00 AM,59.0
Investment Master,APLD,Technology,28.58,50.73,29.42,,,22.97,0.16,8166180000,73.0,155.42,139.29,-120.39,27.07,-54.12,1.72,5.74,9.62,70.16,1.0,70.99,27.49,4/8/2026 4:30:00 PM,58.8
Investment Master,DDOG,Technology,264.5,278.71,61.96,705.9,4.79,25.64,0.8,94152400000,250.82,-5.17,32.15,115.46,79.86,3.69,0.32,1.54,9.06,82.6,1.42,14.73,4.55,5/7/2026 8:30:00 AM,58.8
Investment Master,YOU,Technology,54.57,62.73,49.98,44.08,0.61,7.74,0.39,7293900000,62.6,14.72,19.7,47.03,61.78,13.0,0.6,1.06,8.11,96.92,2.33,12.12,13.09,5/6/2026 8:30:00 AM,58.5
Investment Master,QCOM,Technology,178.46,259.92,40.72,19.41,4.26,4.23,,188091580000,228.94,28.29,-3.46,172.6,54.8,22.31,0.56,1.64,0.1,82.4,2.54,40.2,3.82,7/29/2026 4:30:00 PM,58.5
Investment Master,EXLS,Technology,27.57,47.1,49.78,17.59,0.68,1.95,0.14,4212779999,40.12,45.52,13.84,5.69,35.7,11.66,0.67,0.83,3.35,100.7,1.36,12.54,8.49,7/28/2026 4:30:00 PM,58.4
Investment Master,CSCO,Technology,111.95,130.37,43.36,36.5,2.05,7.26,0.61,441243620000,131.15,17.15,11.96,36.1,63.53,20.13,0.68,1.01,0.24,81.1,1.93,53.8,1.37,5/13/2026 4:30:00 PM,58.1
Investment Master,HAYW,Industrials,14.84,17.73,41.75,20.54,1.35,2.8,0.24,3219990000,17.25,16.24,11.53,62.54,45.02,13.98,0.63,1.08,2.76,100.55,2.4,10.17,4.82,4/29/2026 8:30:00 AM,58.0
Investment Master,PEGA,Technology,31.18,68.09,46.24,16.79,0.57,3.06,,5210680000,58.5,87.62,-9.6,-59.5,74.84,20.04,0.1,0.88,45.94,56.28,1.27,16.04,17.75,7/21/2026 4:30:00 PM,57.9
Investment Master,TLN,Utilities,398.47,451.27,55.34,,,3.88,0.18,18088390000,479.33,20.29,21.64,145.11,63.43,-0.45,6.34,1.62,7.13,104.48,1.47,2.54,6.02,5/5/2026 4:30:00 PM,57.7
Investment Master,FRSH,Technology,10.65,15.05,61.92,16.77,1.06,3.51,0.21,3061080000,11.75,10.33,16.49,-295.35,83.93,20.69,0.04,0.88,29.05,61.08,2.07,21.5,10.55,8/4/2026 4:30:00 PM,57.6
