Tab,Ticker,Sector,Current Price,52-Week High,RSI,P/E Ratio,PEG,P/S Ratio,PSG,Market Cap,Target Price,Upside %,Revenue Growth %,EPS Growth %,Gross Margin %,Net Profit Margin %,Debt/Equity,Beta,Insider Ownership %,Institutional Ownership %,Analyst Recom,Short Interest,Short Float %,Investment Score
Investment Master,GNTX,Consumer Cyclical,25.47,29.38,57.88,14.35,0.99,2.06,0.12,5423600000,27.43,7.7,17.11,9.51,34.32,14.53,0.0,0.77,0.41,96.24,1.91,13.34,6.29,54.8
Investment Master,ALRM,Technology,44.9,59.53,50.26,18.63,2.3,2.14,0.19,2220780000,59.0,31.4,11.04,-10.25,62.66,12.36,0.66,0.78,5.9,97.51,2.5,2.58,5.56,54.6
Investment Master,NVT,Industrials,172.35,184.63,54.58,57.96,1.1,6.44,0.12,27873330000,194.65,12.94,53.47,-60.21,37.01,11.26,0.45,1.35,1.06,93.66,1.53,4.82,3.01,54.1
Investment Master,SYF,Financial,79.25,88.77,68.17,8.2,0.95,1.4,,26659030000,89.23,12.59,-2.87,19.88,81.03,18.53,1.0,1.29,0.66,108.34,1.92,22.94,6.87,54.0
Investment Master,VST,Utilities,166.65,219.83,61.16,27.83,0.18,3.41,,56193150000,230.18,38.12,-10.0,407.29,14.65,12.45,3.56,1.4,1.17,91.17,1.38,15.7,4.71,54.0
Investment Master,DIS,Communication Services,100.32,124.68,45.68,16.05,1.1,1.79,0.24,174206820000,132.46,32.04,7.45,-29.76,31.63,11.53,0.44,1.38,0.22,78.32,1.32,26.51,1.53,53.8
Investment Master,MGY,Energy,27.19,32.76,45.3,15.77,0.71,3.92,1.68,5178920000,33.33,22.58,2.34,-0.28,46.04,24.06,0.2,0.69,0.98,110.99,1.95,19.69,10.75,53.6
Investment Master,CFG,Financial,70.62,69.95,72.5,16.72,0.46,2.46,0.91,29863920000,73.92,4.67,2.69,46.43,,15.09,0.47,0.97,1.14,98.4,1.35,15.73,3.76,53.5
Investment Master,PWR,Industrials,692.05,788.75,46.88,94.94,1.91,3.45,0.13,103848530000,802.79,16.0,26.33,51.81,13.3,3.67,0.7,1.22,1.12,94.35,1.69,3.89,2.62,53.3
Investment Master,XYL,Industrials,117.45,154.28,63.98,29.18,1.96,3.07,1.13,27916890000,152.94,30.22,2.71,14.41,38.48,10.8,0.19,1.02,0.45,96.89,1.73,7.62,3.22,53.3
Investment Master,NET,Technology,224.93,276.8,48.38,,4.38,34.3,1.02,79879320000,244.86,8.86,33.54,41.55,73.3,-3.72,2.31,1.69,10.49,79.89,1.95,8.83,2.78,53.1
Investment Master,CRWV,Technology,100.71,180.26,44.41,,,8.82,0.08,54941670000,142.27,41.27,111.69,-76.43,34.82,-25.58,7.39,6.81,38.06,44.72,1.9,54.6,16.14,53.0
Investment Master,AIG,Financial,75.64,87.28,50.96,13.36,0.8,1.51,,40107180000,88.0,16.34,-1.96,20.82,,11.86,0.23,0.53,0.37,97.94,2.31,9.56,1.81,52.9
Investment Master,IBM,Technology,260.45,332.46,48.04,23.03,2.35,3.55,0.38,244790000000,298.53,14.62,9.46,14.44,57.8,15.61,2.12,0.69,0.2,66.08,1.92,30.55,3.26,52.9
Investment Master,AMAT,Technology,631.36,641.17,69.08,59.32,1.32,17.27,1.51,501276330000,549.34,-12.99,11.41,33.44,48.96,29.31,0.3,1.56,0.6,83.02,1.46,19.95,2.53,52.6
Investment Master,PYPL,Financial,42.87,79.51,47.93,8.04,1.3,1.11,0.13,37812600000,47.21,10.12,8.81,-6.09,41.43,14.87,0.58,1.33,0.11,78.11,2.83,49.54,5.64,52.5
Investment Master,IRM,Real Estate,129.4,134.68,54.59,142.09,3.64,5.31,0.25,38499690000,131.55,1.66,21.58,787.08,40.39,3.76,,1.2,0.97,88.2,1.5,7.3,2.48,52.4
Investment Master,APA,Energy,33.31,45.66,37.21,7.77,1.07,1.37,,11774100000,44.24,32.81,-11.72,32.16,41.44,17.8,0.7,0.36,0.64,100.41,2.7,27.74,7.9,52.3
Investment Master,NXT,Technology,111.63,163.13,39.67,29.12,1.36,4.71,,16775140000,156.27,39.99,-4.74,-7.61,32.19,16.46,0.02,1.93,1.63,108.67,1.78,8.4,5.68,52.1
Investment Master,EME,Industrials,857.8,951.95,53.68,28.71,2.05,2.15,0.11,38121090000,1000.14,16.59,19.67,30.04,19.29,7.54,0.13,1.11,0.8,97.53,1.91,1.03,2.33,52.1
Investment Master,PFG,Financial,106.23,112.45,49.74,15.19,1.01,1.48,,22947000000,102.25,-3.75,-4.51,816.94,,10.1,0.33,0.88,1.08,81.32,3.0,9.85,4.61,52.0
Investment Master,FTNT,Technology,150.18,150.07,66.6,58.02,3.86,15.48,0.77,110029130000,114.74,-23.6,20.13,28.98,80.3,27.49,0.5,1.09,17.35,70.79,2.72,16.87,2.79,51.5
Investment Master,MWA,Industrials,27.05,31.0,61.0,20.53,2.14,2.89,0.52,4232550000,32.2,19.04,5.52,15.29,37.58,14.17,0.42,1.01,1.0,95.96,2.2,3.48,2.25,51.3
Investment Master,JCI,Industrials,145.13,149.39,53.25,25.96,1.22,3.62,0.44,88546080000,157.1,8.25,8.21,38.05,36.49,14.45,0.7,1.3,0.38,93.96,2.19,9.54,1.57,51.1
Investment Master,RGTI,Technology,18.77,58.15,42.83,,,622.67,3.13,6239130000,31.0,65.16,198.91,-148.42,-59.45,-2253.59,0.01,1.99,1.79,52.88,1.58,62.14,19.04,51.1
Investment Master,DVN,Energy,43.33,52.71,43.66,12.03,0.48,2.96,0.97,49982720000,61.23,41.31,3.06,-74.64,23.26,13.45,0.56,0.41,1.66,47.88,1.36,27.25,2.4,50.8
Investment Master,MBLY,Consumer Cyclical,7.78,20.17,31.47,,1.06,3.26,0.12,6556420000,12.49,60.54,27.4,-3620.7,47.37,-203.97,0.0,1.28,79.88,22.15,2.31,28.0,16.52,50.7
Investment Master,VSNT,Communication Services,36.92,59.0,33.03,6.24,0.56,0.78,,5210610000,43.33,17.36,-1.17,-20.39,40.88,12.72,0.37,,0.49,83.01,2.62,3.04,2.16,50.3
Investment Master,COP,Energy,106.63,135.87,34.35,18.13,0.83,2.25,,129906680000,145.38,36.34,-5.2,-20.22,23.54,12.61,0.36,0.11,0.29,87.4,1.73,22.27,1.83,50.2
Investment Master,LAUR,Consumer Defensive,36.43,38.27,58.93,19.22,0.8,2.93,0.19,5099960000,40.25,10.49,15.43,-14.91,26.92,16.08,0.69,0.37,7.55,94.78,1.33,5.33,4.12,50.2
Investment Master,SN,Consumer Cyclical,142.13,142.0,67.49,28.65,1.44,3.05,0.2,20114290000,149.46,5.16,15.55,2.94,48.62,10.7,0.31,1.2,41.04,58.79,1.14,8.07,9.67,49.9
Investment Master,MTDR,Energy,50.56,66.83,38.97,13.02,0.4,1.75,,6279000000,73.4,45.17,-6.42,-115.17,38.9,13.45,0.62,0.74,7.33,94.93,1.43,11.83,10.28,49.5
Investment Master,KLAC,Technology,252.71,269.9,61.7,71.44,2.2,25.22,2.19,330108830000,213.15,-15.65,11.52,11.65,59.91,35.68,1.05,1.42,0.33,91.75,2.0,35.04,2.69,49.5
Investment Master,STM,Technology,74.28,81.42,54.34,482.96,0.32,5.32,0.23,66019320000,73.0,-1.72,23.2,-32.33,33.84,1.17,0.14,1.92,0.06,12.18,2.0,12.48,1.4,49.5
Investment Master,FHN,Financial,25.67,26.55,66.76,12.87,0.89,2.44,2.07,12185810000,27.07,5.45,1.18,29.74,,20.05,0.6,0.61,1.61,86.87,2.19,13.62,2.92,49.3
Investment Master,PANW,Technology,293.27,302.96,66.21,241.23,5.68,22.54,0.72,239014150000,320.25,9.2,31.15,-159.65,71.94,7.95,0.07,0.94,1.09,80.35,1.57,25.68,3.19,48.8
Investment Master,BANC,Financial,20.83,21.61,69.41,16.04,0.34,1.76,3.14,3211460000,22.86,9.75,0.56,49.77,,11.39,0.99,0.72,3.48,96.95,1.27,9.76,6.56,48.7
Investment Master,FITB,Financial,56.03,55.44,69.96,18.79,0.74,3.6,0.15,50776100000,58.08,3.66,23.33,-78.19,,14.38,0.59,0.91,0.53,91.43,1.7,44.62,4.95,48.7
Investment Master,NTLA,Healthcare,15.83,28.25,61.47,,,33.47,,2211810000,26.61,68.1,-9.5,26.48,76.32,-597.04,0.13,1.75,4.46,76.24,2.23,48.52,36.34,48.7
Investment Master,KEY,Financial,23.49,23.35,71.23,14.39,0.63,2.28,,25348970000,24.25,3.24,-1.18,33.12,,16.19,0.85,1.0,0.49,88.31,1.95,33.23,3.08,48.6
Investment Master,MSI,Technology,405.54,492.22,48.96,32.69,2.32,5.67,0.77,67317020000,509.2,25.56,7.36,-13.97,49.07,17.61,3.77,0.89,0.47,90.04,1.47,3.77,2.28,48.6
Investment Master,ASB,Financial,30.78,30.5,71.55,10.7,1.06,2.06,0.7,5107680000,31.3,1.69,2.96,18.38,,19.35,0.89,0.75,14.67,89.68,2.2,7.96,5.62,48.5
Investment Master,MC,Financial,66.07,78.22,47.6,23.72,1.4,3.52,0.82,5379310000,71.7,8.52,4.3,-24.43,,14.46,0.55,1.83,1.1,108.74,2.64,4.76,6.48,48.5
Investment Master,ETN,Industrials,419.85,436.75,55.16,41.04,1.89,5.72,0.34,163026930000,463.92,10.5,16.84,-9.15,36.89,13.99,1.11,1.18,0.3,87.72,1.7,9.77,2.52,48.0
Investment Master,PR,Energy,18.69,22.67,41.59,21.75,0.48,3.08,3.62,15653100000,25.45,36.17,0.85,-88.07,31.86,12.82,0.33,0.46,10.92,84.78,1.19,21.19,2.84,47.6
Investment Master,CRSP,Healthcare,55.64,78.48,58.37,,,1308.88,19.09,5366410000,81.1,45.76,68.55,19.13,-5283.4,-13856.54,0.43,1.7,7.19,72.75,1.85,21.67,24.21,47.6
Investment Master,ZION,Financial,69.26,69.08,72.19,10.77,1.41,2.07,,10187580000,69.62,0.52,-1.33,37.45,,19.2,0.36,0.77,1.62,80.56,2.54,6.38,4.41,47.5
Investment Master,MTB,Financial,236.25,239.0,68.61,13.23,1.06,2.62,1.71,34598360000,235.72,-0.22,1.53,24.62,,20.98,0.68,0.56,0.4,93.8,2.55,5.97,4.09,47.4
Investment Master,WBS,Financial,75.67,76.13,65.24,12.39,0.93,2.76,1.29,12259740000,74.29,-1.82,2.14,15.16,,22.37,0.59,0.99,0.78,92.04,2.85,11.02,6.92,46.9
Investment Master,RF,Financial,30.01,31.53,66.89,12.44,0.98,2.68,4.7,25609660000,30.65,2.13,0.57,21.53,,22.3,0.34,1.0,0.33,85.87,2.58,53.8,6.33,46.3
Investment Master,FNB,Financial,19.08,19.14,68.54,11.77,0.86,2.52,3.27,6791800000,20.44,7.13,0.77,18.03,,21.7,0.65,0.84,1.62,88.58,1.33,29.45,8.41,46.1
Investment Master,FOX,Communication Services,44.5,68.18,25.11,11.74,1.49,1.21,,19552300000,69.08,55.24,-8.63,-48.79,34.37,10.56,0.69,0.61,68.46,34.03,2.32,11.57,8.74,45.8
Investment Master,ONTO,Technology,339.69,349.37,62.16,157.69,1.0,16.4,1.72,16897400000,360.55,6.14,9.51,-47.97,49.26,10.33,0.0,1.54,0.66,99.26,1.08,1.95,3.96,45.8
Investment Master,EQIX,Real Estate,1078.3,1128.64,50.32,74.57,3.83,11.27,1.15,106346540000,1204.61,11.71,9.84,19.96,27.71,15.07,1.63,0.95,0.49,100.07,1.48,1.94,1.98,44.5
Investment Master,FULT,Financial,24.15,23.96,71.32,11.52,1.42,2.45,,4615880000,23.62,-2.19,-1.38,3.32,,20.31,0.36,0.78,1.15,78.12,2.62,8.9,4.71,44.2
Investment Master,FLNC,Utilities,19.11,33.51,42.69,,,1.36,0.18,3522180000,18.65,-2.41,7.71,33.88,11.1,-1.62,1.09,2.72,24.52,72.37,2.86,24.02,23.97,42.5
Investment Master,POWL,Industrials,309.2,327.99,58.01,60.43,2.77,9.95,1.54,11264780000,289.17,-6.48,6.45,-1.12,30.05,16.51,0.0,1.13,21.71,80.48,1.86,2.82,9.88,42.5
Investment Master,BMI,Technology,139.57,249.54,63.03,31.56,4.39,4.54,,4073430000,147.0,5.32,-8.97,-28.33,41.37,14.56,0.0,0.64,0.85,108.13,2.13,4.09,14.13,42.1
Investment Master,CARR,Industrials,75.64,81.08,68.3,49.7,1.99,2.87,1.22,62829260000,76.4,1.0,2.36,-39.54,25.18,5.98,0.93,1.27,4.77,89.69,2.03,16.91,2.14,38.9
Investment Master,GFS,Technology,86.11,92.55,58.38,61.86,1.47,6.91,2.24,47248630000,82.05,-4.71,3.09,-51.3,26.11,11.37,0.15,1.74,76.16,25.64,2.12,7.75,5.96,38.6
Investment Master,ACLS,Technology,174.23,193.78,55.01,54.28,40.84,6.33,1.91,5354610000,169.67,-2.62,3.32,-66.35,43.07,11.93,0.07,1.87,1.42,111.62,2.67,2.55,8.41,38.4
Investment Master,MGM,Consumer Cyclical,47.26,51.59,61.69,65.19,,0.68,0.16,12091600000,47.06,-0.42,4.15,-5.9,38.26,1.06,13.02,1.27,27.46,68.31,2.38,26.45,14.25,38.2
Investment Master,DOW,Basic Materials,29.14,42.75,23.25,,,0.53,,20998800000,42.12,44.54,-6.11,-69.17,5.98,-7.27,1.29,0.44,0.31,74.27,2.22,26.29,3.66,37.5
Investment Master,INTC,Technology,129.27,141.45,57.98,,1.08,12.08,1.68,649711040000,102.7,-20.55,7.18,-288.04,35.9,-5.9,0.4,2.16,15.64,61.98,2.54,134.96,3.18,37.5
Investment Master,QBTS,Technology,22.22,46.75,44.73,,,661.68,,8231290000,38.31,72.41,-80.95,-164.55,32.92,-2957.23,0.04,2.14,3.58,47.53,1.14,54.64,15.29,35.5
Investment Master,PRME,Healthcare,3.1,6.95,48.92,,,138.71,,559010000,7.16,130.97,-41.13,30.04,-85.35,-4917.55,1.49,2.32,47.44,43.27,1.67,30.82,32.46,35.2
Investment Master,HON,Industrials,232.88,248.17,58.49,33.01,2.33,3.72,,147568310000,247.17,6.14,-6.9,-42.16,38.06,11.37,2.78,0.85,0.14,79.64,2.07,13.82,2.19,34.6
Investment Master,SMR,Industrials,10.06,57.45,44.05,,,196.84,,3674910000,15.64,55.47,-95.78,-25.52,19.69,-2066.55,0.0,2.26,3.11,48.92,2.4,60.8,18.15,31.8
Investment Master,BKSY,Industrials,24.31,52.88,31.96,,,9.22,,902120000,39.17,61.13,-29.68,-97.33,36.21,-89.06,2.61,2.65,14.91,62.43,1.62,7.59,24.06,30.3
Investment Master,AI,Technology,8.85,30.11,34.82,,,5.14,,1285820000,8.82,-0.34,-52.54,-32.13,30.92,-187.95,0.09,2.05,12.62,59.15,3.4,48.99,38.59,23.0
Investment Master,NVTS,Technology,17.92,34.17,39.76,,,103.41,,4188140000,14.46,-19.31,-38.66,-63.95,-16.69,-330.67,0.02,3.83,13.39,44.86,2.88,36.1,17.84,21.2
Speculative Investments,NNE,Industrials,21.01,60.88,40.69,,,,,1094210000,45.6,117.04,,69.08,,,0.0,5.18,17.8,46.27,1.33,9.83,22.97,84.2
Speculative Investments,OKLO,Utilities,51.85,193.83,38.17,,,,,9021430000,88.26,70.22,,-173.38,,,0.0,1.18,16.18,53.12,2.0,27.37,18.77,58.3
Speculative Investments,QS,Consumer Cyclical,7.07,19.06,43.23,,,,,4351590000,7.0,-0.99,,20.98,,,0.06,2.64,19.38,36.67,3.5,88.81,17.91,51.9
Speculative Investments,INFQ,Technology,12.95,27.5,45.09,,,298.69,,2825650000,21.0,62.16,,-63925.0,21.04,-1027.12,0.01,,14.17,14.96,1.0,4.0,2.14,48.0
Speculative Investments,UEC,Energy,10.5,20.34,38.7,,,257.27,,5196950000,18.25,73.81,,-51.78,-99.39,-513.24,0.0,1.21,1.95,80.58,1.22,55.44,11.43,43.0
