Tab,Ticker,Sector,Current Price,52-Week High,RSI,P/E Ratio,PEG,P/S Ratio,PSG,Market Cap,Target Price,Upside %,Revenue Growth %,EPS Growth %,Gross Margin %,Net Profit Margin %,Debt/Equity,Beta,Insider Ownership %,Institutional Ownership %,Analyst Recom,Short Interest,Short Float %,Investment Score
Investment Master,ZS,Technology,126.17,336.99,42.0,,1.49,6.43,0.25,20402890000,192.67,52.71,25.43,-224.81,76.29,-2.44,0.79,0.98,35.2,54.2,1.48,12.07,11.53,55.8
Investment Master,DLR,Real Estate,195.0,208.13,58.23,51.58,,10.68,0.66,68524179999,219.17,12.39,16.16,67.62,25.66,20.83,0.82,1.04,0.11,100.44,1.61,7.31,2.08,55.6
Investment Master,AMAT,Technology,585.88,641.15,63.44,55.05,1.22,16.03,1.4,465164940000,549.34,-6.24,11.41,33.44,48.96,29.31,0.3,1.58,0.54,83.02,1.46,19.95,2.53,55.5
Investment Master,OKTA,Technology,118.16,142.34,59.36,85.82,2.46,6.85,0.61,20537080000,120.2,1.73,11.19,20.1,77.44,8.24,0.06,0.8,5.01,93.42,1.79,8.05,4.87,55.5
Investment Master,ALRM,Technology,43.08,59.53,38.78,17.87,2.14,2.05,0.19,2130760000,59.0,36.95,11.04,-10.25,62.66,12.36,0.66,0.79,5.9,97.51,2.5,2.58,5.55,55.4
Investment Master,NVT,Industrials,168.37,184.64,51.53,56.62,1.08,6.29,0.12,27228870000,194.67,15.62,53.47,-60.21,37.01,11.26,0.45,1.34,1.03,93.66,1.53,4.82,3.01,55.0
Investment Master,MRVL,Technology,279.04,329.87,56.09,95.35,0.97,28.0,1.02,244104190000,250.76,-10.13,27.57,-81.0,50.64,28.99,0.3,2.17,0.77,78.13,1.43,35.22,4.06,54.4
Investment Master,VST,Utilities,162.39,219.83,57.66,27.12,0.18,3.33,,54755060000,230.29,41.81,-10.0,407.29,14.65,12.45,3.56,1.4,0.97,91.17,1.38,15.7,4.71,54.3
Investment Master,XYL,Industrials,110.4,154.28,47.59,27.43,1.86,2.89,1.07,26241360000,152.31,37.96,2.71,14.41,38.48,10.8,0.19,1.03,0.39,96.9,1.81,7.62,3.22,54.2
Investment Master,MGY,Energy,26.83,32.76,41.63,15.56,0.7,3.87,1.65,5110350000,33.33,24.23,2.34,-0.28,46.04,24.06,0.2,0.69,0.98,110.99,1.95,19.69,10.75,54.1
Investment Master,CFG,Financial,68.99,68.79,68.11,16.34,0.45,2.4,0.89,29174620000,73.14,6.02,2.69,46.43,,15.09,0.47,1.0,0.98,98.4,1.35,15.73,3.76,53.7
Investment Master,MWA,Industrials,25.63,31.0,47.17,19.45,2.03,2.74,0.5,4010360000,32.2,25.63,5.52,15.29,37.58,14.17,0.42,1.02,0.95,95.96,2.2,3.48,2.25,53.4
Investment Master,NET,Technology,224.94,276.82,48.28,,4.38,34.3,1.02,79881310000,244.86,8.86,33.54,41.55,73.3,-3.72,2.31,1.69,10.49,79.89,1.95,8.83,2.78,53.1
Investment Master,EME,Industrials,838.61,951.99,49.36,28.06,2.0,2.1,0.11,37268060000,1000.14,19.26,19.67,30.04,19.29,7.54,0.13,1.12,0.78,97.54,1.91,1.03,2.33,53.0
Investment Master,PYPL,Financial,41.7,79.5,40.45,7.82,1.26,1.08,0.12,36783800000,47.21,13.21,8.81,-6.09,41.43,14.87,0.58,1.33,0.11,78.11,2.83,49.54,5.62,52.8
Investment Master,PWR,Industrials,702.29,788.74,49.08,96.35,1.93,3.5,0.13,105385740000,802.79,14.31,26.33,51.81,13.3,3.67,0.7,1.21,0.97,94.36,1.69,3.89,2.62,52.8
Investment Master,DIS,Communication Services,103.53,124.69,55.52,16.56,1.13,1.85,0.25,179781020000,132.46,27.94,7.45,-29.76,31.63,11.53,0.44,1.38,0.19,78.32,1.32,26.51,1.53,52.7
Investment Master,IBM,Technology,264.94,332.46,50.31,23.43,2.39,3.61,0.38,249013200000,298.53,12.68,9.46,14.44,57.8,15.61,2.12,0.69,0.14,66.08,1.92,30.55,3.26,52.6
Investment Master,AIG,Financial,76.53,87.29,55.29,13.52,0.81,1.52,,40576680000,88.0,14.99,-1.96,20.82,,11.86,0.23,0.54,0.32,97.94,2.31,9.56,1.81,52.4
Investment Master,JCI,Industrials,141.28,149.38,48.1,25.27,1.18,3.53,0.43,86197130000,157.1,11.2,8.21,38.05,36.49,14.45,0.7,1.31,0.37,93.96,2.19,9.54,1.57,52.2
Investment Master,CRWV,Technology,105.72,183.99,47.98,,,9.26,0.08,57677690000,138.91,31.39,111.69,-76.43,34.82,-25.58,7.39,6.9,38.06,44.72,1.92,54.6,16.16,52.0
Investment Master,FTNT,Technology,148.0,150.07,66.73,57.18,3.8,15.25,0.76,108431960000,114.74,-22.47,20.13,28.98,80.3,27.49,0.5,1.1,17.26,70.79,2.72,16.87,2.79,52.0
Investment Master,APA,Energy,34.22,45.66,40.25,7.98,1.1,1.4,,12095750000,44.24,29.28,-11.72,32.16,41.44,17.8,0.7,0.34,0.52,100.41,2.7,27.74,7.9,51.9
Investment Master,SN,Consumer Cyclical,134.9,141.81,61.47,27.19,1.37,2.9,0.19,19091090000,149.46,10.79,15.55,2.94,48.62,10.7,0.31,1.27,41.04,58.79,1.14,8.07,9.67,51.9
Investment Master,APLD,Technology,45.27,50.72,54.35,,,36.4,0.26,12936780000,73.0,61.25,139.29,-120.39,27.07,-54.12,1.72,5.65,9.61,70.28,1.0,77.16,29.87,51.9
Investment Master,IRM,Real Estate,133.06,134.09,62.08,146.11,3.75,5.46,0.25,39588640000,131.55,-1.13,21.58,787.08,40.39,3.76,,1.21,0.97,88.2,1.5,7.3,2.48,51.2
Investment Master,NXT,Technology,120.64,163.14,44.94,31.47,1.48,5.09,,18129110000,156.27,29.53,-4.74,-7.61,32.19,16.46,0.02,1.84,1.63,108.67,1.78,8.4,5.68,51.0
Investment Master,DVN,Energy,43.39,52.71,42.99,12.04,0.48,2.97,0.97,50046160000,61.6,41.97,3.06,-74.64,23.26,13.45,0.56,0.41,1.66,47.88,1.38,27.25,2.4,50.8
Investment Master,KLAC,Technology,244.49,269.89,59.72,69.12,2.13,24.4,2.12,319371250000,213.15,-12.82,11.52,11.65,59.91,35.68,1.05,1.42,0.17,91.75,2.0,35.04,2.69,50.8
Investment Master,FHN,Financial,24.95,26.56,58.02,12.51,0.9,2.37,2.01,11841720000,27.07,8.5,1.18,29.74,,20.05,0.6,0.62,1.36,86.87,2.19,13.62,2.92,50.6
Investment Master,LAUR,Consumer Defensive,36.58,38.28,60.79,19.3,0.8,2.95,0.19,5120400000,40.25,10.03,15.43,-14.91,26.92,16.08,0.69,0.39,7.55,94.78,1.33,5.33,4.12,50.1
Investment Master,VSNT,Communication Services,37.88,59.0,36.2,6.41,0.58,0.8,,5345630000,43.33,14.39,-1.17,-20.39,40.88,12.72,0.37,,0.49,83.02,2.62,3.04,2.16,50.0
Investment Master,MSI,Technology,389.44,492.21,34.38,31.4,2.22,5.45,0.74,64645320000,509.2,30.75,7.36,-13.97,49.07,17.61,3.77,0.89,0.44,90.04,1.47,3.77,2.28,50.0
Investment Master,MTDR,Energy,50.38,66.83,37.65,12.97,0.39,1.74,,6256100000,73.4,45.69,-6.42,-115.17,38.9,13.45,0.62,0.74,7.33,94.93,1.43,11.83,10.28,49.6
Investment Master,COP,Energy,109.97,135.87,38.91,18.7,0.86,2.32,,133975780000,145.38,32.2,-5.2,-20.22,23.54,12.61,0.36,0.1,0.14,87.4,1.73,22.27,1.83,49.5
Investment Master,PFG,Financial,112.36,112.23,72.05,16.06,1.07,1.57,,24271150000,101.5,-9.67,-4.51,816.94,,10.1,0.33,0.88,0.8,81.32,2.93,9.85,4.61,49.5
Investment Master,ETN,Industrials,405.28,436.72,50.12,39.62,1.82,5.52,0.33,157370220000,463.71,14.42,16.84,-9.15,36.89,13.99,1.11,1.17,0.24,87.73,1.7,9.77,2.52,49.4
Investment Master,FITB,Financial,54.67,55.44,65.5,18.33,0.72,3.52,0.15,49548050000,57.67,5.49,23.33,-78.19,,14.38,0.59,0.93,0.49,91.43,1.7,44.62,4.95,49.3
Investment Master,KEY,Financial,23.02,23.34,66.54,14.1,0.61,2.24,,24958870000,24.14,4.87,-1.18,33.12,,16.19,0.85,1.02,0.41,88.31,1.95,33.23,3.08,49.3
Investment Master,NTLA,Healthcare,15.25,28.25,58.47,,,32.24,,2130770000,26.61,74.49,-9.5,26.48,76.32,-597.04,0.13,1.78,4.46,76.24,2.23,48.52,36.34,49.3
Investment Master,RGTI,Technology,21.28,58.16,50.24,,,705.93,3.55,7073450000,31.0,45.68,198.91,-148.42,-59.45,-2253.59,0.01,1.95,1.79,52.88,1.58,62.14,19.04,49.3
Investment Master,BANC,Financial,20.51,21.61,66.33,15.8,0.34,1.74,3.11,3162680000,22.68,10.58,0.56,49.77,,11.39,0.99,0.74,3.33,96.95,1.27,9.76,6.56,49.2
Investment Master,PANW,Technology,290.92,302.95,67.27,239.3,5.64,22.35,0.72,237095740000,320.25,10.08,31.15,-159.65,71.94,7.95,0.07,0.94,1.05,80.35,1.57,25.68,3.19,49.1
Investment Master,ASB,Financial,29.88,29.96,65.64,10.39,1.03,2.0,0.68,4958330000,31.3,4.75,2.96,18.38,,19.35,0.89,0.77,14.67,89.68,2.2,7.96,5.62,48.9
Investment Master,ONTO,Technology,315.88,349.39,56.51,146.64,0.93,15.25,1.6,15712990000,360.55,14.14,9.51,-47.97,49.26,10.33,0.0,1.55,0.66,99.22,1.08,1.95,3.96,48.7
Investment Master,MTB,Financial,231.24,239.01,63.93,12.95,1.04,2.56,1.67,33863949999,235.17,1.7,1.53,24.62,,20.98,0.68,0.58,0.39,93.8,2.55,5.97,4.09,48.3
Investment Master,CRSP,Healthcare,53.99,78.49,54.42,,,1270.07,18.53,5207270000,81.1,50.21,68.55,19.13,-5283.4,-13856.54,0.43,1.7,7.19,72.75,1.85,21.67,24.21,48.0
Investment Master,MC,Financial,67.31,78.21,50.76,24.17,1.3,3.58,0.83,5480270000,71.0,5.48,4.3,-24.43,,14.46,0.55,1.84,1.09,108.74,2.64,4.76,6.48,47.9
Investment Master,RF,Financial,29.29,31.53,61.07,12.15,0.96,2.61,4.58,24995490000,30.65,4.64,0.57,21.53,,22.3,0.34,1.02,0.33,85.87,2.58,53.8,6.33,47.3
Investment Master,FNB,Financial,18.75,19.13,64.71,11.56,0.85,2.47,3.21,6674330000,20.44,9.01,0.77,18.03,,21.7,0.65,0.86,1.62,88.58,1.33,29.45,8.41,46.8
Investment Master,WBS,Financial,75.9,76.13,68.7,12.43,0.94,2.77,1.29,12297810000,74.29,-2.12,2.14,15.16,,22.37,0.59,1.0,0.78,92.04,2.85,11.02,6.86,46.8
Investment Master,PR,Energy,19.18,22.67,46.11,22.32,0.49,3.16,3.72,16059180000,25.45,32.69,0.85,-88.07,31.86,12.82,0.33,0.45,10.86,84.78,1.19,21.19,2.84,46.7
Investment Master,POWL,Industrials,291.5,328.01,51.57,56.97,2.61,9.38,1.45,10619820000,289.17,-0.8,6.45,-1.12,30.05,16.51,0.0,1.12,21.71,80.48,1.86,2.82,9.88,44.9
Investment Master,FULT,Financial,23.66,23.66,67.56,11.29,1.39,2.4,,4522220000,23.62,-0.17,-1.38,3.32,,20.31,0.36,0.81,1.15,78.12,2.62,8.9,4.71,44.4
Investment Master,EQIX,Real Estate,1115.93,1128.68,64.46,77.17,3.98,11.66,1.18,110057760000,1204.61,7.95,9.84,19.96,27.71,15.07,1.63,0.96,0.32,100.07,1.48,1.94,1.98,43.2
Investment Master,BMI,Technology,127.81,251.54,47.52,28.9,4.02,4.16,,3730210000,147.0,15.01,-8.97,-28.33,41.37,14.56,0.0,0.66,0.74,108.13,2.13,4.09,14.13,42.9
Investment Master,CARR,Industrials,70.75,81.09,58.64,46.48,1.86,2.69,1.14,58763560000,76.4,7.99,2.36,-39.54,25.18,5.98,0.93,1.31,4.77,89.7,2.03,16.91,2.14,41.6
Investment Master,FLNC,Utilities,21.21,33.51,47.18,,,1.51,0.2,3909230000,18.65,-12.07,7.71,33.88,11.1,-1.62,1.09,2.69,24.52,72.37,2.86,24.02,23.96,41.6
Investment Master,GFS,Technology,83.39,92.55,55.51,59.91,1.42,6.69,2.17,45756160000,82.05,-1.61,3.09,-51.3,26.11,11.37,0.15,1.74,76.16,25.64,2.12,7.75,5.92,40.0
Investment Master,ACLS,Technology,171.06,193.77,53.58,53.29,40.1,6.22,1.87,5257340000,169.67,-0.81,3.32,-66.35,43.07,11.93,0.07,1.87,1.42,111.62,2.67,2.55,8.41,39.1
Investment Master,MGM,Consumer Cyclical,46.92,51.59,60.32,64.72,,0.68,0.16,12004540000,47.06,0.3,4.15,-5.9,38.26,1.06,13.02,1.29,27.46,68.31,2.38,26.45,14.25,38.5
Investment Master,DOW,Basic Materials,30.33,42.74,26.63,,,0.56,,21860090000,42.47,40.03,-6.11,-69.17,5.98,-7.27,1.29,0.42,0.31,74.27,2.22,26.29,3.66,37.1
Investment Master,HON,Industrials,222.37,248.18,49.15,31.52,2.22,3.55,,140905450000,247.17,11.15,-6.9,-42.16,38.06,11.37,2.78,0.85,0.14,79.64,2.07,13.82,2.18,36.5
Investment Master,INTC,Technology,132.28,141.45,60.35,,1.11,12.37,1.72,664839270000,101.57,-23.22,7.18,-288.04,35.9,-5.9,0.4,2.18,15.54,61.98,2.53,134.96,3.18,36.5
Investment Master,PRME,Healthcare,3.24,6.94,53.02,,,145.21,,585200000,7.16,120.99,-41.13,30.04,-85.35,-4917.55,1.49,2.3,47.44,43.27,1.67,30.82,32.46,35.2
Investment Master,QBTS,Technology,25.03,46.75,51.89,,,745.36,,9272240000,38.31,53.06,-80.95,-164.55,32.92,-2957.23,0.04,2.1,3.63,47.53,1.14,54.64,15.3,33.6
Investment Master,SMR,Industrials,10.86,57.43,48.39,,,212.59,,3969130000,15.64,44.01,-95.78,-25.52,19.69,-2066.55,0.0,2.24,3.11,48.92,2.4,60.8,18.13,30.7
Investment Master,BKSY,Industrials,26.9,52.88,35.05,,,10.21,,998230000,39.17,45.61,-29.68,-97.33,36.21,-89.06,2.61,2.6,14.91,62.43,1.62,7.59,24.06,28.8
Investment Master,AI,Technology,9.68,30.11,43.08,,,5.62,,1406410000,8.82,-8.88,-52.54,-32.13,35.0,-187.95,0.01,2.04,12.62,59.15,3.4,48.99,38.59,22.9
Investment Master,NVTS,Technology,21.4,34.17,46.3,,,123.49,,5001460000,14.46,-32.43,-38.66,-63.95,-16.69,-330.67,0.02,3.78,13.39,44.86,2.88,36.1,17.84,20.2
Speculative Investments,NNE,Industrials,23.9,60.88,46.48,,,,,1244790000,45.6,90.79,,69.08,,,0.0,5.13,17.8,46.27,1.33,9.83,22.97,82.5
Speculative Investments,OKLO,Utilities,57.19,193.86,43.91,,,,,9950540000,88.26,54.33,,-173.38,,,0.0,1.15,16.18,53.12,1.95,27.37,18.77,55.4
Speculative Investments,UEC,Energy,11.34,20.34,42.85,,,277.81,,5611860000,18.25,60.93,,-51.78,-99.39,-513.24,0.0,1.18,1.95,80.58,1.22,55.44,11.43,41.4
